ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,LEVEL,INCOME CLASS,DICT RO,SORT
[2025-04] 03-077-05-000,2025-04,2025,[04] April,"Dingalan, Aurora",[2] Pilot Testing,99%,,,,[B] Developmental,B,03-077-05-000,Dingalan,Aurora,Region III (Central Luzon),Municipality,3rd,R3,E
[2025-04] 03-077-06-000,2025-04,2025,[04] April,"Dipaculao, Aurora",[1] Operational,,,,,[A] Operational,B,03-077-06-000,Dipaculao,Aurora,Region III (Central Luzon),Municipality,3rd,R3,E
[2025-04] 03-049-07-000,2025-04,2025,[04] April,"Gabaldon, Nueva Ecija",[2] Pilot Testing,71%,Requesting for refresher training,for visitation,,[B] Developmental,B,03-049-07-000,Gabaldon,Nueva Ecija,Region III (Central Luzon),Municipality,4th,R3,E
[2025-04] 03-069-06-000,2025-04,2025,[04] April,"Gerona, Tarlac",[1] Operational,,,,,[A] Operational,B,03-069-06-000,Gerona,Tarlac,Region III (Central Luzon),Municipality,1st,R3,E
[2025-04] 03-071-05-000,2025-04,2025,[04] April,"Iba, Zambales",[2] Pilot Testing,85%,for launching phase,for visitation,,[B] Developmental,B,03-071-05-000,Iba,Zambales,Region III (Central Luzon),Municipality,2nd,R3,E
[2025-04] 03-008-06-000,2025-04,2025,[04] April,"Limay, Bataan",[6] With Concerns,,Internet connectivity issue and new staff,"Sent Notice Letter, awaiting for their reply
Intends to withdraw",,[C] For Training/Others,B,03-008-06-000,Limay,Bataan,Region III (Central Luzon),Municipality,1st,R3,E
[2025-04] 03-054-10-000,2025-04,2025,[04] April,"Macabebe, Pampanga",[6] With Concerns,,New LGU Staff and Internet connectivity issue,"intended to withdraw
waiting for the withdrawal letter",,[C] For Training/Others,B,03-054-10-000,Macabebe,Pampanga,Region III (Central Luzon),Municipality,1st,R3,E
[2025-04] 03-077-07-000,2025-04,2025,[04] April,"Maria Aurora, Aurora",[1] Operational,,,,,[A] Operational,A,03-077-07-000,Maria Aurora,Aurora,Region III (Central Luzon),Municipality,2nd,R3,E
[2025-04] 03-014-13-000,2025-04,2025,[04] April,"Norzagaray, Bulacan",[1] Operational,,,,,[A] Operational,A,03-014-13-000,Norzagaray,Bulacan,Region III (Central Luzon),Municipality,1st,R3,E
[2025-04] 03-071-09-000,2025-04,2025,[04] April,"San Antonio, Zambales",[2] Pilot Testing,97%,,renovation of municipal hall,,[B] Developmental,B,03-071-09-000,San Antonio,Zambales,Region III (Central Luzon),Municipality,2nd,R3,E
[2025-04] 03-054-17-000,2025-04,2025,[04] April,"San Luis, Pampanga",[6] With Concerns,,"Still on process of familiarizing the whole system
for pilot testing 30%
Unresponsive LGU",for visitation,,[C] For Training/Others,B,03-054-17-000,San Luis,Pampanga,Region III (Central Luzon),Municipality,3rd,R3,E
[2025-04] 03-071-12-000,2025-04,2025,[04] April,"San Narciso, Zambales",[1] Operational,,,,,[A] Operational,A,03-071-12-000,San Narciso,Zambales,Region III (Central Luzon),Municipality,4th,R3,E
[2025-04] 03-069-15-000,2025-04,2025,[04] April,"Santa Ignacia, Tarlac",[1] Operational,,,,,[A] Operational,A,03-069-15-000,Santa Ignacia,Tarlac,Region III (Central Luzon),Municipality,2nd,R3,E
[2025-04] 03-049-32-000,2025-04,2025,[04] April,"Zaragoza, Nueva Ecija",[2] Pilot Testing,99%,,for launching phase,,[B] Developmental,B,03-049-32-000,Zaragoza,Nueva Ecija,Region III (Central Luzon),Municipality,3rd,R3,E
[2025-04] 17-059-01-000,2025-04,2025,[04] April,"Alcantara, Romblon",[2] Pilot Testing,50%,,,,[B] Developmental,#N/A,17-059-01-000,Alcantara,Romblon,MIMAROPA Region,Municipality,5th,R4B,G
[2025-04] 17-052-01-000,2025-04,2025,[04] April,"Baco, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-01-000,Baco,Oriental Mindoro,MIMAROPA Region,Municipality,3rd,R4B,G
[2025-04] 17-059-02-000,2025-04,2025,[04] April,"Banton, Romblon",[1] Operational,,,,,[A] Operational,B,17-059-02-000,Banton,Romblon,MIMAROPA Region,Municipality,5th,R4B,G
[2025-04] 17-053-07-000,2025-04,2025,[04] April,"Busuanga, Palawan",[1] Operational,,,,,[A] Operational,A,17-053-07-000,Busuanga,Palawan,MIMAROPA Region,Municipality,3rd,R4B,G
[2025-04] 17-051-02-000,2025-04,2025,[04] April,"Calintaan, Occidental Mindoro",[2] Pilot Testing,50%,,,,[B] Developmental,#N/A,17-051-02-000,Calintaan,Occidental Mindoro,MIMAROPA Region,Municipality,3rd,R4B,G
[2025-04] 17-053-09-000,2025-04,2025,[04] April,"Coron, Palawan",[1] Operational,,,,,[A] Operational,B,17-053-09-000,Coron,Palawan,MIMAROPA Region,Municipality,1st,R4B,G
[2025-04] 17-053-12-000,2025-04,2025,[04] April,"El Nido, Palawan",[1] Operational,,,,,[A] Operational,A,17-053-12-000,El Nido,Palawan,MIMAROPA Region,Municipality,1st,R4B,G
[2025-04] 17-059-16-000,2025-04,2025,[04] April,"Ferrol, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-16-000,Ferrol,Romblon,MIMAROPA Region,Municipality,6th,R4B,G
[2025-04] 17-052-06-000,2025-04,2025,[04] April,"Gloria, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-06-000,Gloria,Oriental Mindoro,MIMAROPA Region,Municipality,3rd,R4B,G
[2025-04] 17-059-07-000,2025-04,2025,[04] April,"Looc, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-07-000,Looc,Romblon,MIMAROPA Region,Municipality,4th,R4B,G
[2025-04] 17-052-09-000,2025-04,2025,[04] April,"Pinamalayan, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-09-000,Pinamalayan,Oriental Mindoro,MIMAROPA Region,Municipality,1st,R4B,G
[2025-04] 17-051-08-000,2025-04,2025,[04] April,"Rizal, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-08-000,Rizal,Occidental Mindoro,MIMAROPA Region,Municipality,3rd,R4B,G
[2025-04] 17-051-09-000,2025-04,2025,[04] April,"Sablayan, Occidental Mindoro",[1] Operational,,,,,[A] Operational,A,17-051-09-000,Sablayan,Occidental Mindoro,MIMAROPA Region,Municipality,1st,R4B,G
[2025-04] 17-051-10-000,2025-04,2025,[04] April,"San Jose, Occidental Mindoro",[1] Operational,,,,,[A] Operational,A,17-051-10-000,San Jose,Occidental Mindoro,MIMAROPA Region,Municipality,1st,R4B,G
[2025-04] 17-052-13-000,2025-04,2025,[04] April,"San Teodoro, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-13-000,San Teodoro,Oriental Mindoro,MIMAROPA Region,Municipality,4th,R4B,G
[2025-04] 17-053-19-000,2025-04,2025,[04] April,"San Vicente, Palawan",[1] Operational,,,,,[A] Operational,A,17-053-19-000,San Vicente,Palawan,MIMAROPA Region,Municipality,1st,R4B,G
[2025-04] 06-030-02-000,2025-04,2025,[04] April,"Alimodian, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-02-000,Alimodian,Iloilo,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-04] 06-030-03-000,2025-04,2025,[04] April,"Anilao, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-03-000,Anilao,Iloilo,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-04] 06-030-05-000,2025-04,2025,[04] April,"Balasan, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-05-000,Balasan,Iloilo,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-04] 06-006-02-000,2025-04,2025,[04] April,"Barbaza, Antique",[1] Operational,,,,,[A] Operational,B,06-006-02-000,Barbaza,Antique,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-04] 06-030-07-000,2025-04,2025,[04] April,"Barotac Nuevo, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-07-000,Barotac Nuevo,Iloilo,Region VI (Western Visayas),Municipality,2nd,R6,I
[2025-04] 06-030-08-000,2025-04,2025,[04] April,"Barotac Viejo, Iloilo",[5] For Training,,,,,[C] For Training/Others,B,06-030-08-000,Barotac Viejo,Iloilo,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-04] 06-030-10-000,2025-04,2025,[04] April,"Bingawan, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-10-000,Bingawan,Iloilo,Region VI (Western Visayas),Municipality,5th,R6,I
[2025-04] 06-079-01-000,2025-04,2025,[04] April,"Buenavista, Guimaras",[1] Operational,,,,,[A] Operational,B,06-079-01-000,Buenavista,Guimaras,Region VI (Western Visayas),Municipality,2nd,R6,I
[2025-04] 06-006-04-000,2025-04,2025,[04] April,"Bugasong, Antique",[1] Operational,,,,,[A] Operational,A,06-006-04-000,Bugasong,Antique,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-04] 06-030-12-000,2025-04,2025,[04] April,"Cabatuan, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-12-000,Cabatuan,Iloilo,Region VI (Western Visayas),Municipality,2nd,R6,I
[2025-04] 06-030-13-000,2025-04,2025,[04] April,"Calinog, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-13-000,Calinog,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-04] 06-302-00-000,2025-04,2025,[04] April,"City of Bacolod, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-302-00-000,City of Bacolod,Negros Occidental,Region VI (Western Visayas),City,1st,R6,I
[2025-04] 06-045-10-000,2025-04,2025,[04] April,"City of Himamaylan, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-10-000,City of Himamaylan,Negros Occidental,Region VI (Western Visayas),City,3rd,R6,I
[2025-04] 06-045-15-000,2025-04,2025,[04] April,"City of Kabankalan, Negros Occidental",[1] Operational,,,,,[A] Operational,B,06-045-15-000,City of Kabankalan,Negros Occidental,Region VI (Western Visayas),City,1st,R6,I
[2025-04] 06-045-27-000,2025-04,2025,[04] April,"City of Sipalay, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-27-000,City of Sipalay,Negros Occidental,Region VI (Western Visayas),City,4th,R6,I
[2025-04] 06-030-15-000,2025-04,2025,[04] April,"Concepcion, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-15-000,Concepcion,Iloilo,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-04] 06-030-16-000,2025-04,2025,[04] April,"Dingle, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-16-000,Dingle,Iloilo,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-04] 06-045-11-000,2025-04,2025,[04] April,"Hinigaran, Negros Occidental",[1] Operational,,,,,[A] Operational,B,06-045-11-000,Hinigaran,Negros Occidental,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-04] 06-030-23-000,2025-04,2025,[04] April,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-04] 06-030-25-000,2025-04,2025,[04] April,"Lambunao, Iloilo",[5] For Training,,,,,[C] For Training/Others,B,06-030-25-000,Lambunao,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-04] 06-006-09-000,2025-04,2025,[04] April,"Laua-An, Antique",[1] Operational,,,,,[A] Operational,A,06-006-09-000,Laua-An,Antique,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-04] 06-006-10-000,2025-04,2025,[04] April,"Libertad, Antique",[1] Operational,,,,,[A] Operational,A,06-006-10-000,Libertad,Antique,Region VI (Western Visayas),Municipality,5th,R6,I
[2025-04] 06-045-18-000,2025-04,2025,[04] April,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,B,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),Municipality,2nd,R6,I
[2025-04] 06-030-30-000,2025-04,2025,[04] April,"Miagao, Iloilo",[5] For Training,,,,,[C] For Training/Others,B,06-030-30-000,Miagao,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-04] 06-030-31-000,2025-04,2025,[04] April,"Mina, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-31-000,Mina,Iloilo,Region VI (Western Visayas),Municipality,5th,R6,I
[2025-04] 06-045-19-000,2025-04,2025,[04] April,"Moises Padilla, Negros Occidental",[1] Operational,,,,,[A] Operational,B,06-045-19-000,Moises Padilla,Negros Occidental,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-04] 06-030-32-000,2025-04,2025,[04] April,"New Lucena, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-32-000,New Lucena,Iloilo,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-04] 06-004-15-000,2025-04,2025,[04] April,"New Washington, Aklan",[1] Operational,,,,,[A] Operational,A,06-004-15-000,New Washington,Aklan,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-04] 06-030-34-000,2025-04,2025,[04] April,"Oton, Iloilo",[8] Withdraw,,,,,[D] Withdraw,B,06-030-34-000,Oton,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-04] 06-006-11-000,2025-04,2025,[04] April,"Pandan, Antique",[1] Operational,,,,,[A] Operational,A,06-006-11-000,Pandan,Antique,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-04] 06-006-12-000,2025-04,2025,[04] April,"Patnongon, Antique",[1] Operational,,,,,[A] Operational,A,06-006-12-000,Patnongon,Antique,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-04] 06-030-40-000,2025-04,2025,[04] April,"San Joaquin, Iloilo",[5] For Training,,,,,[C] For Training/Others,B,06-030-40-000,San Joaquin,Iloilo,Region VI (Western Visayas),Municipality,2nd,R6,I
[2025-04] 06-006-14-000,2025-04,2025,[04] April,"San Remigio, Antique",[1] Operational,,,,,[A] Operational,A,06-006-14-000,San Remigio,Antique,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-04] 06-030-43-000,2025-04,2025,[04] April,"Santa Barbara, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-43-000,Santa Barbara,Iloilo,Region VI (Western Visayas),Municipality,2nd,R6,I
[2025-04] 06-019-15-000,2025-04,2025,[04] April,"Sapi-An, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-15-000,Sapi-An,Capiz,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-04] 06-030-44-000,2025-04,2025,[04] April,"Sara, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-44-000,Sara,Iloilo,Region VI (Western Visayas),Municipality,2nd,R6,I
[2025-04] 06-006-15-000,2025-04,2025,[04] April,"Sebaste, Antique",[5] For Training,,,,,[C] For Training/Others,B,06-006-15-000,Sebaste,Antique,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-04] 06-004-17-000,2025-04,2025,[04] April,"Tangalan, Aklan",[1] Operational,,,,,[A] Operational,A,06-004-17-000,Tangalan,Aklan,Region VI (Western Visayas),Municipality,5th,R6,I
[2025-04] 06-019-17-000,2025-04,2025,[04] April,"Tapaz, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-17-000,Tapaz,Capiz,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-04] 06-006-07-000,2025-04,2025,[04] April,"Tobias Fornier, Antique",[8] Withdraw,,,,,[D] Withdraw,B,06-006-07-000,Tobias Fornier,Antique,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-04] 06-030-47-000,2025-04,2025,[04] April,"Zarraga, Iloilo",[5] For Training,,,,,[C] For Training/Others,B,06-030-47-000,Zarraga,Iloilo,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-04] 05-062-02-000,2025-04,2025,[04] April,"Barcelona, Sorsogon",[3] Ongoing Data Build-up,85%,Applicants not familiar with the system and unstable internet connection,,,[B] Developmental,B,05-062-02-000,Barcelona,Sorsogon,Region V (Bicol Region),Municipality,5th,R5,H
[2025-04] 05-016-02-000,2025-04,2025,[04] April,"Capalonga, Camarines Norte",[3] Ongoing Data Build-up,10%,x,,,[B] Developmental,B,05-016-02-000,Capalonga,Camarines Norte,Region V (Bicol Region),Municipality,3rd,R5,H
[2025-04] 05-016-05-000,2025-04,2025,[04] April,"Jose Panganiban, Camarines Norte",[3] Ongoing Data Build-up,10%,,,,[B] Developmental,B,05-016-05-000,Jose Panganiban,Camarines Norte,Region V (Bicol Region),Municipality,2nd,R5,H
[2025-04] 05-016-06-000,2025-04,2025,[04] April,"Labo, Camarines Norte",[6] With Concerns,,"concern regarding manual entry of building permit number, due to conflict with complex applications numbering",,,[C] For Training/Others,B,05-016-06-000,Labo,Camarines Norte,Region V (Bicol Region),Municipality,1st,R5,H
[2025-04] 05-016-07-000,2025-04,2025,[04] April,"Mercedes, Camarines Norte",[3] Ongoing Data Build-up,80%,,,,[B] Developmental,B,05-016-07-000,Mercedes,Camarines Norte,Region V (Bicol Region),Municipality,2nd,R5,H
[2025-04] 05-016-11-000,2025-04,2025,[04] April,"Talisay, Camarines Norte",[1] Operational,,,,,[A] Operational,A,05-016-11-000,Talisay,Camarines Norte,Region V (Bicol Region),Municipality,4th,R5,H
[2025-04] 05-005-18-000,2025-04,2025,[04] April,"Tiwi, Albay",[8] Withdraw,,,,,[D] Withdraw,B,05-005-18-000,Tiwi,Albay,Region V (Bicol Region),Municipality,1st,R5,H
[2025-04] 05-016-12-000,2025-04,2025,[04] April,"Vinzons, Camarines Norte",[3] Ongoing Data Build-up,98%,,,,[B] Developmental,B,05-016-12-000,Vinzons,Camarines Norte,Region V (Bicol Region),Municipality,3rd,R5,H
[2025-04] 05-020-11-000,2025-04,2025,[04] April,"Virac, Catanduanes",[6] With Concerns,,May mga need pa po ayusin specially sa mga signatories,,,[C] For Training/Others,B,05-020-11-000,Virac,Catanduanes,Region V (Bicol Region),Municipality,1st,R5,H
[2025-04] 05-041-01-000,2025-04,2025,[04] April,"Aroroy, Masbate",[3] Ongoing Data Build-up,10%,,,,[B] Developmental,#N/A,05-041-01-000,Aroroy,Masbate,Region V (Bicol Region),Municipality,1st,R5,H
[2025-04] 10-042-01-000,2025-04,2025,[04] April,"Aloran, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-01-000,Aloran,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-04] 10-035-01-000,2025-04,2025,[04] April,"Bacolod, Lanao del Norte",[1] Operational,,,,,[A] Operational,B,10-035-01-000,Bacolod,Lanao del Norte,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-04] 10-042-03-000,2025-04,2025,[04] April,"Bonifacio, Misamis Occidental",[3] Ongoing Data Build-up,100%,Assessed onsite. Scheduled for Refresher's Training in May,,,[B] Developmental,B,10-042-03-000,Bonifacio,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-04] 10-042-04-000,2025-04,2025,[04] April,"Calamba, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-04-000,Calamba,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-04] 10-018-01-000,2025-04,2025,[04] April,"Catarman, Camiguin",[2] Pilot Testing,100%,,,Waitng for clients to resubmit complete docs,[B] Developmental,B,10-018-01-000,Catarman,Camiguin,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-04] 10-043-08-000,2025-04,2025,[04] April,"City of Gingoog, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-08-000,City of Gingoog,Misamis Oriental,Region X (Northern Mindanao),City,2nd,R10,N
[2025-04] 10-042-15-000,2025-04,2025,[04] April,"City of Tangub, Misamis Occidental",[5] For Training,,,,,[C] For Training/Others,B,10-042-15-000,City of Tangub,Misamis Occidental,Region X (Northern Mindanao),City,4th,R10,N
[2025-04] 10-042-05-000,2025-04,2025,[04] April,"Clarin, Misamis Occidental",[5] For Training,,To schedule in May,,,[C] For Training/Others,B,10-042-05-000,Clarin,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-04] 10-043-06-000,2025-04,2025,[04] April,"Claveria, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-06-000,Claveria,Misamis Oriental,Region X (Northern Mindanao),Municipality,1st,R10,N
[2025-04] 10-043-11-000,2025-04,2025,[04] April,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2025-04] 10-035-05-000,2025-04,2025,[04] April,"Kapatagan, Lanao del Norte",[1] Operational,,,,,[A] Operational,A,10-035-05-000,Kapatagan,Lanao del Norte,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2025-04] 10-043-13-000,2025-04,2025,[04] April,"Lagonglong, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-13-000,Lagonglong,Misamis Oriental,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-04] 10-043-15-000,2025-04,2025,[04] April,"Libertad, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-15-000,Libertad,Misamis Oriental,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-04] 10-018-03-000,2025-04,2025,[04] April,"Mahinog, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-03-000,Mahinog,Camiguin,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-04] 10-035-12-000,2025-04,2025,[04] April,"Maigo, Lanao del Norte",[1] Operational,,,,,[A] Operational,A,10-035-12-000,Maigo,Lanao del Norte,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-04] 10-018-04-000,2025-04,2025,[04] April,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Municipality,3rd,R10,N
[2025-04] 10-043-18-000,2025-04,2025,[04] April,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-04] 10-043-20-000,2025-04,2025,[04] April,"Naawan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-20-000,Naawan,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-04] 10-042-12-000,2025-04,2025,[04] April,"Plaridel, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-12-000,Plaridel,Misamis Occidental,Region X (Northern Mindanao),Municipality,3rd,R10,N
[2025-04] 10-043-22-000,2025-04,2025,[04] April,"Salay, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-22-000,Salay,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-04] 10-042-14-000,2025-04,2025,[04] April,"Sinacaban, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-14-000,Sinacaban,Misamis Occidental,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-04] 10-043-24-000,2025-04,2025,[04] April,"Tagoloan, Misamis Oriental",[8] Withdraw,,Responded. Lack of Manpower,,,[D] Withdraw,B,10-043-24-000,Tagoloan,Misamis Oriental,Region X (Northern Mindanao),Municipality,1st,R10,N
[2025-04] 10-043-25-000,2025-04,2025,[04] April,"Talisayan, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-25-000,Talisayan,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-04] 10-035-22-000,2025-04,2025,[04] April,"Tubod, Lanao del Norte",[3] Ongoing Data Build-up,75%,,,,[B] Developmental,B,10-035-22-000,Tubod,Lanao del Norte,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2025-04] 12-065-01-000,2025-04,2025,[04] April,"Bagumbayan, Sultan Kudarat",[3] Ongoing Data Build-up,90%,,,,[B] Developmental,B,12-065-01-000,Bagumbayan,Sultan Kudarat,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2025-04] 12-047-04-000,2025-04,2025,[04] April,"City of Kidapawan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-04-000,City of Kidapawan,Cotabato,Region XII (SOCCSKSARGEN),City,3rd,R12,Q
[2025-04] 12-047-03-000,2025-04,2025,[04] April,"Kabacan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-03-000,Kabacan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2025-04] 12-065-06-000,2025-04,2025,[04] April,"Lebak, Sultan Kudarat",[7] To Follow-up,,Lack of Manpower,,,[C] For Training/Others,B,12-065-06-000,Lebak,Sultan Kudarat,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2025-04] 12-047-10-000,2025-04,2025,[04] April,"M'Lang, Cotabato",[3] Ongoing Data Build-up,5%,,,,[B] Developmental,A,12-047-10-000,M'Lang,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2025-04] 12-047-09-000,2025-04,2025,[04] April,"Midsayap, Cotabato",[1] Operational,,,,,[A] Operational,B,12-047-09-000,Midsayap,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2025-04] 12-047-11-000,2025-04,2025,[04] April,"Pigkawayan, Cotabato",[3] Ongoing Data Build-up,5%,,,,[B] Developmental,A,12-047-11-000,Pigkawayan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2025-04] 12-047-12-000,2025-04,2025,[04] April,"Pikit, Cotabato",[1] Operational,,,,,[A] Operational,B,12-047-12-000,Pikit,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2025-05] 07-022-01-000,2025-05,2025,[05] May,"Alcantara, Cebu",[3] Ongoing Data Build-up,90%,,,,[B] Developmental,B,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2025-05] 07-046-01-000,2025-05,2025,[05] May,"Amlan, Negros Oriental",[3] Ongoing Data Build-up,25%,"For refresher Training;
to be scheduled next year",,,[B] Developmental,B,07-046-01-000,Amlan,Negros Oriental,Region VII (Central Visayas),Municipality,4th,R7,J
[2025-05] 07-022-05-000,2025-05,2025,[05] May,"Argao, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-05-000,Argao,Cebu,Region VII (Central Visayas),Municipality,1st,R7,J
[2025-05] 07-022-08-000,2025-05,2025,[05] May,"Balamban, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-08-000,Balamban,Cebu,Region VII (Central Visayas),Municipality,1st,R7,J
[2025-05] 07-046-05-000,2025-05,2025,[05] May,"Basay, Negros Oriental",[1] Operational,,,,,[A] Operational,B,07-046-05-000,Basay,Negros Oriental,Region VII (Central Visayas),Municipality,4th,R7,J
[2025-05] 07-012-09-000,2025-05,2025,[05] May,"Buenavista, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-09-000,Buenavista,Bohol,Region VII (Central Visayas),Municipality,4th,R7,J
[2025-05] 07-012-11-000,2025-05,2025,[05] May,"Candijay, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-11-000,Candijay,Bohol,Region VII (Central Visayas),Municipality,4th,R7,J
[2025-05] 07-046-08-000,2025-05,2025,[05] May,"City of Canlaon, Negros Oriental",[1] Operational,,,,,[A] Operational,B,07-046-08-000,City of Canlaon,Negros Oriental,Region VII (Central Visayas),City,4th,R7,J
[2025-05] 07-313-00-000,2025-05,2025,[05] May,"City of Mandaue, Cebu",[3] Ongoing Data Build-up,25%,,,,[B] Developmental,A,07-313-00-000,City of Mandaue,Cebu,Region VII (Central Visayas),City,1st,R7,J
