REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
2026-03,2026,[03] March,"Basey, Samar",[1] Live,[A] Live,1st,Mun,1st,R8,v1
2026-03,2026,[03] March,"Bato, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Biliran, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Bobon, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Bontoc, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Caibiran, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Calbiga, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Calubian, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Can-Avid, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Capoocan, Leyte",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R8,
2026-03,2026,[03] March,"Carigara, Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Catarman, Northern Samar",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R8,
2026-03,2026,[03] March,"Catubig, Northern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"City of Borongan, Eastern Samar",[1] Live,[A] Live,1st,City,1st,R8,v1
2026-03,2026,[03] March,"City of Catbalogan, Samar",[1] Live,[A] Live,5th,City,5th,R8,v1
2026-03,2026,[03] March,"City of Maasin, Southern Leyte",[1] Live,[A] Live,4th,City,4th,R8,v1
2026-03,2026,[03] March,"Daram, Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Dolores, Eastern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Gamay, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Gandara, Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"General Macarthur, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Guiuan, Eastern Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Hernani, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Hilongos, Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Hindang, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Hinunangan, Southern Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Hinundayan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Inopacan, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Isabel, Leyte",[1] Live,[A] Live,1st,Mun,1st,R8,v1
2026-03,2026,[03] March,"Jaro, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Javier, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Jiabong, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Kananga, Leyte",[1] Live,[A] Live,1st,Mun,1st,R8,v1
2026-03,2026,[03] March,"Kawayan, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"La Paz, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Lapinig, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Las Navas, Northern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Lavezares, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Lawaan, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Leyte, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Libagon, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Liloan, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Llorente, Eastern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Lope De Vega, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Macarthur, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Macrohon, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Mahaplag, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Malitbog, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Mapanas, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Marabut, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Maripipi, Biliran",[2] UAT,[B] Developmental,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Matag-Ob, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Matalom, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Matuguinao, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Maydolong, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Mayorga, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Mercedes, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Merida, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Mondragon, Northern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Motiong, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Naval, Biliran",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Oras, Eastern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Padre Burgos, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Palo, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Palompon, Leyte",[8] Withdraw,[D] Withdraw,2nd,Mun,2nd,R8,
2026-03,2026,[03] March,"Pambujan, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Paranas, Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Pastrana, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Pinabacdao, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Pintuyan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Quinapondan, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Rosario, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Saint Bernard, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Salcedo, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Antonio, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Francisco, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Jorge, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"San Jose, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Juan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Julian, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Miguel, Leyte",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R8,
2026-03,2026,[03] March,"San Policarpo, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Ricardo, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Roque, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"San Sebastian, Samar",[1] Live,[A] Live,6th,Mun,6th,R8,v1
2026-03,2026,[03] March,"Santa Fe, Leyte",[6] With Concerns,[C] For Training/Others,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Santa Margarita, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Santa Rita, Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Silago, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Sogod, Southern Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Sulat, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Tabontabon, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Taft, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Tagapul-An, Samar",[8] Withdraw,[D] Withdraw,5th,Mun,5th,R8,
2026-03,2026,[03] March,"Tarangnan, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Tolosa, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Tomas Oppus, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Tunga, Leyte",[8] Withdraw,[D] Withdraw,6th,Mun,6th,R8,
2026-03,2026,[03] March,"Victoria, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Villaba, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Villareal, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Zumarraga, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Ampatuan, Maguindanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v1
2026-03,2026,[03] March,"Datu Abdullah Sangki, Maguindanao del Sur",[1] Live,[A] Live,-,Mun,-,BARMM II,v1
2026-03,2026,[03] March,"Datu Anggal Midtimbang, Maguindanao del Sur",[3] System Setup,[B] Developmental,-,Mun,-,BARMM II,v1
2026-03,2026,[03] March,"Datu Paglas, Maguindanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v1
2026-03,2026,[03] March,"Datu Piang, Maguindanao del Sur",[3] System Setup,[B] Developmental,2nd,Mun,2nd,BARMM II,v1
2026-03,2026,[03] March,"Northern Kabuntalan, Maguindanao del Norte",[5] Admin Training,[C] For Training/Others,5th,Mun,5th,BARMM II,
2026-03,2026,[03] March,"Pagalungan, Maguindanao del Sur",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-03,2026,[03] March,"Parang, Maguindanao del Norte",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-03,2026,[03] March,"Shariff Aguak, Maguindanao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,BARMM II,v1
2026-03,2026,[03] March,"Sultan Kudarat, Maguindanao del Norte",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-03,2026,[03] March,"Talayan, Maguindanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v1
2026-03,2026,[03] March,"Upi, Maguindanao del Norte",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-03,2026,[03] March,"Alabel, Sarangani",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Alamada, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Aleosan, Cotabato",[1] Live,[A] Live,3rd,Mun,3rd,R12,v1
2026-03,2026,[03] March,"Antipas, Cotabato",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"Arakan, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Bagumbayan, Sultan Kudarat",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Banga, South Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Banisilan, Cotabato",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"Carmen, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"City of Kidapawan, Cotabato",[1] Live,[A] Live,3rd,City,3rd,R12,v1
2026-03,2026,[03] March,"City of Tacurong, Sultan Kudarat",[8] Withdraw,[D] Withdraw,4th,City,4th,R12,
2026-03,2026,[03] March,"Columbio, Sultan Kudarat",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Esperanza, Sultan Kudarat",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Glan, Sarangani",[6] With Concerns,[C] For Training/Others,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Isulan, Sultan Kudarat",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Kabacan, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Kalamansig, Sultan Kudarat",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Kiamba, Sarangani",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Lambayong, Sultan Kudarat",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"Lebak, Sultan Kudarat",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Libungan, Cotabato",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"M'Lang, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Maasim, Sarangani",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Magpet, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Maitum, Sarangani",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"Malapatan, Sarangani",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Malungon, Sarangani",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R12,
2026-03,2026,[03] March,"Matalam, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Midsayap, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Palimbang, Sultan Kudarat",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"Pigkawayan, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Pikit, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Polomolok, South Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"President Quirino, Sultan Kudarat",[1] Live,[A] Live,3rd,Mun,3rd,R12,v1
2026-03,2026,[03] March,"President Roxas, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Santo Niño, South Cotabato",[1] Live,[A] Live,3rd,Mun,3rd,R12,v1
2026-03,2026,[03] March,"Sen. Ninoy Aquino, Sultan Kudarat",[1] Live,[A] Live,3rd,Mun,3rd,R12,v1
2026-03,2026,[03] March,"Surallah, South Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"T'Boli, South Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Tampakan, South Cotabato",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"Tantangan, South Cotabato",[1] Live,[A] Live,3rd,Mun,3rd,R12,v1
2026-03,2026,[03] March,"Tulunan, Cotabato",[1] Live,[A] Live,2nd,Mun,2nd,R12,v1
2026-03,2026,[03] March,"Tupi, South Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Aborlan, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Abra De Ilog, Occidental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-03,2026,[03] March,"Alcantara, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Baco, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Bansud, Oriental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-03,2026,[03] March,"Banton, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Bataraza, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Bongabong, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Brooke's Point, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Buenavista, Marinduque",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"Bulalacao, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Busuanga, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Cagayancillo, Palawan",[1] Live,[A] Live,6th,Mun,6th,R4B,v1
2026-03,2026,[03] March,"Cajidiocan, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"Calatrava, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Calintaan, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Concepcion, Romblon",[8] Withdraw,[D] Withdraw,6th,Mun,6th,R4B,
2026-03,2026,[03] March,"Coron, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Culion, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"El Nido, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Ferrol, Romblon",[1] Live,[A] Live,6th,Mun,6th,R4B,v1
2026-03,2026,[03] March,"Gloria, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Kalayaan, Palawan",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Looc, Occidental Mindoro",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Looc, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"Lubang, Occidental Mindoro",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"Magsaysay, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Mamburao, Occidental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-03,2026,[03] March,"Mansalay, Oriental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-03,2026,[03] March,"Mogpog, Marinduque",[6] With Concerns,[C] For Training/Others,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Narra, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Naujan, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Paluan, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Pinamalayan, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Pola, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Puerto Galera, Oriental Mindoro",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R4B,
2026-03,2026,[03] March,"Quezon, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Rizal, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Rizal, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Roxas, Oriental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-03,2026,[03] March,"Roxas, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Sablayan, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"San Andres, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"San Fernando, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"San Jose, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"San Jose, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"San Teodoro, Oriental Mindoro",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"San Vicente, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Santa Cruz, Marinduque",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Santa Cruz, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Santa Fe, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Socorro, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Taytay, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Sigma, Capiz",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R6,
2026-01,2026,[01] January,"Pateros, Metro Manila",[1] Live,[A] Live,1st,Mun,1st,NCR,v2
2026-01,2026,[01] January,"City of Cauayan, Isabela",[1] Live,[A] Live,3rd,City,3rd,R2,v2
2026-01,2026,[01] January,"Abucay, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v2
2026-01,2026,[01] January,"Odiongan, Romblon",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v2
2026-01,2026,[01] January,"Limasawa, Southern Leyte",[1] Live,[A] Live,6th,Mun,6th,R8,v2
2026-01,2026,[01] January,"Reina Mercedes, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v2
2026-01,2026,[01] January,"Kiangan, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v2
2026-01,2026,[01] January,"Presentacion, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,with v1 v2
2026-01,2026,[01] January,"Tigbauan, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v2
2026-01,2026,[01] January,"Initao, Misamis Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R10,v2
2026-01,2026,[01] January,"City of San Pablo, Laguna",[1] Live,[A] Live,1st,City,1st,R4A,v2
2026-01,2026,[01] January,"Pura, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-01,2026,[01] January,"San Leonardo, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Science City of Muñoz, Nueva Ecija",[1] Live,[A] Live,4th,City,4th,R3,v2
2026-01,2026,[01] January,"Cabiao, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-01,2026,[01] January,"Cabangan, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-01,2026,[01] January,"Ramos, Tarlac",[1] Live,[A] Live,5th,Mun,5th,R3,v2
2026-01,2026,[01] January,"San Antonio, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Laur, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,v2
2026-01,2026,[01] January,"Sudipen, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-01,2026,[01] January,"Carranglan, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Binuangan, Misamis Oriental",[1] Live,[A] Live,6th,Mun,6th,R10,v2
2026-01,2026,[01] January,"Santa Rosa, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Rizal, Laguna",[1] Live,[A] Live,5th,Mun,5th,R4A,with v1 v2
2026-01,2026,[01] January,"Padre Garcia, Batangas",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v2
2026-01,2026,[01] January,"Luna, Isabela",[1] Live,[A] Live,5th,Mun,5th,R2,v2
2026-01,2026,[01] January,"Morong, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v2
2026-01,2026,[01] January,"San Jose, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,with v1 v2
2026-01,2026,[01] January,"Alilem, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"Quirino, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v2
2026-01,2026,[01] January,"Nampicuan, Nueva Ecija",[1] Live,[A] Live,5th,Mun,5th,R3,v2
2026-01,2026,[01] January,"Suyo, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-01,2026,[01] January,"Santol, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-01,2026,[01] January,"Naguilian, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-01,2026,[01] January,"Buhi, Camarines Sur",[1] Live,[A] Live,1st,Mun,1st,R5,v2
2026-01,2026,[01] January,"Bulacan, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v2
2026-01,2026,[01] January,"Quirino, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v2
