2026-03,2026,[03] March,"Sevilla, Bohol",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-03,2026,[03] March,"Sogod, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-03,2026,[03] March,"Tuburan, Cebu",[1] Live,[A] Live,2nd,Mun,2nd,R7,v1
2026-03,2026,[03] March,"Tudela, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-03,2026,[03] March,"Adams, Ilocos Norte",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-03,2026,[03] March,"Agoo, La Union",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-03,2026,[03] March,"Aguilar, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-03,2026,[03] March,"Aringay, La Union",[1] Live,[A] Live,2nd,Mun,2nd,R1,v1
2026-03,2026,[03] March,"Badoc, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-03,2026,[03] March,"Balaoan, La Union",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-03,2026,[03] March,"Balungao, Pangasinan",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-03,2026,[03] March,"Banayoyo, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-03,2026,[03] March,"Bangui, Ilocos Norte",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-03,2026,[03] March,"Bantay, Ilocos Sur",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-03,2026,[03] March,"Bautista, Pangasinan",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-03,2026,[03] March,"Bayambang, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-03,2026,[03] March,"Burgos, La Union",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-03,2026,[03] March,"Caba, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-03,2026,[03] March,"Caoayan, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-03,2026,[03] March,"City of Batac, Ilocos Norte",[1] Live,[A] Live,5th,City,5th,R1,v1
2026-03,2026,[03] March,"City of Candon, Ilocos Sur",[1] Live,[A] Live,4th,City,4th,R1,v1
2026-03,2026,[03] March,"City of Laoag, Ilocos Norte",[1] Live,[A] Live,3rd,City,3rd,R1,with v1 v2
2026-03,2026,[03] March,"Dingras, Ilocos Norte",[1] Live,[A] Live,2nd,Mun,2nd,R1,v1
2026-03,2026,[03] March,"Dumalneg, Ilocos Norte",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-03,2026,[03] March,"Lidlidda, Ilocos Sur",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-03,2026,[03] March,"Mangaldan, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-03,2026,[03] March,"Mapandan, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-03,2026,[03] March,"Naguilian, La Union",[2] System Setup,[B] Developmental,1st,Mun,1st,R1,
2026-03,2026,[03] March,"Nueva Era, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-03,2026,[03] March,"Pasuquin, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-03,2026,[03] March,"Piddig, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-03,2026,[03] March,"Pozorrubio, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-03,2026,[03] March,"Rosario, La Union",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-03,2026,[03] March,"San Esteban, Ilocos Sur",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-03,2026,[03] March,"San Fabian, Pangasinan",[2] System Setup,[B] Developmental,1st,Mun,1st,R1,
2026-03,2026,[03] March,"San Juan, Ilocos Sur",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-03,2026,[03] March,"San Manuel, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-03,2026,[03] March,"San Nicolas, Ilocos Norte",[1] Live,[A] Live,2nd,Mun,2nd,R1,v1
2026-03,2026,[03] March,"San Nicolas, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-03,2026,[03] March,"Santa Barbara, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-03,2026,[03] March,"Santo Domingo, Ilocos Sur",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-03,2026,[03] March,"Santo Tomas, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-03,2026,[03] March,"Santo Tomas, Pangasinan",[2] System Setup,[B] Developmental,5th,Mun,5th,R1,
2026-03,2026,[03] March,"Sarrat, Ilocos Norte",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-03,2026,[03] March,"Sinait, Ilocos Sur",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-03,2026,[03] March,"Sison, Pangasinan",[2] System Setup,[B] Developmental,3rd,Mun,3rd,R1,
2026-03,2026,[03] March,"Solsona, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-03,2026,[03] March,"Suyo, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-03,2026,[03] March,"Tagudin, Ilocos Sur",[1] Live,[A] Live,2nd,Mun,2nd,R1,v1
2026-03,2026,[03] March,"Tubao, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-03,2026,[03] March,"Anao, Tarlac",[1] Live,[A] Live,5th,Mun,5th,R3,v1
2026-03,2026,[03] March,"Apalit, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Arayat, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Bacolor, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"Baler, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"Bongabon, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"Botolan, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Bustos, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"Camiling, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Casiguran, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"Castillejos, Zambales",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"City of Palayan, Nueva Ecija",[2] System Setup,[B] Developmental,5th,City,5th,R3,
2026-03,2026,[03] March,"City of San Jose Del Monte, Bulacan",[1] Live,[A] Live,1st,City,1st,R3,v1
2026-03,2026,[03] March,"Cuyapo, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Dingalan, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"Dipaculao, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"Floridablanca, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Gabaldon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"General Tinio, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Guagua, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Licab, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"Limay, Bataan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Mabalacat City, Pampanga",[1] Live,[A] Live,3rd,City,3rd,R3,v1
2026-03,2026,[03] March,"Macabebe, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Magalang, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Maria Aurora, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"Mayantoc, Tarlac",[2] System Setup,[B] Developmental,3rd,Mun,3rd,R3,
2026-03,2026,[03] March,"Mexico, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Minalin, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"Morong, Bataan",[2] System Setup,[B] Developmental,3rd,Mun,3rd,R3,v2
2026-03,2026,[03] March,"Obando, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"Orani, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"Pandi, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"Paniqui, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Paombong, Bulacan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"Pura, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"Quezon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"Rizal, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"Samal, Bataan",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"San Antonio, Zambales",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"San Felipe, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"San Ildefonso, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"San Jose, Tarlac",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"San Luis, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"San Luis, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"San Manuel, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"San Marcelino, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"San Narciso, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"Santa Ignacia, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-03,2026,[03] March,"Santo Domingo, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"Subic, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Talugtug, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"Bongao, Tawi-Tawi",[1] Live,[A] Live,2nd,Mun,2nd,BARMM I,v1
2026-03,2026,[03] March,"City of Isabela, Basilan",[1] Live,[A] Live,4th,City,4th,R9,v1
2026-03,2026,[03] March,"City of Lamitan, Basilan",[1] Live,[A] Live,6th,City,6th,BARMM I,v1
2026-03,2026,[03] March,"Dimataling, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-03,2026,[03] March,"Diplahan, Zamboanga Sibugay",[1] Live,[A] Live,3rd,Mun,3rd,R9,v1
2026-03,2026,[03] March,"Dumalinao, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-03,2026,[03] March,"Guipos, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-03,2026,[03] March,"Gutalac, Zamboanga del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R9,v1
2026-03,2026,[03] March,"Josefina, Zamboanga del Sur",[1] Live,[A] Live,5th,Mun,5th,R9,v1
2026-03,2026,[03] March,"Kabasalan, Zamboanga Sibugay",[1] Live,[A] Live,2nd,Mun,2nd,R9,v1
2026-03,2026,[03] March,"Labason, Zamboanga del Norte",[1] Live,[A] Live,3rd,Mun,3rd,R9,v1
2026-03,2026,[03] March,"Leon B. Postigo (Bacungan), Zamboanga del Norte",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-03,2026,[03] March,"Mahayag, Zamboanga del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R9,v1
2026-03,2026,[03] March,"Molave, Zamboanga del Sur",[1] Live,[A] Live,1st,Mun,1st,R9,with v1 v2
2026-03,2026,[03] March,"Polanco, Zamboanga del Norte",[1] Live,[A] Live,3rd,Mun,3rd,R9,v1
2026-03,2026,[03] March,"Ramon Magsaysay, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-03,2026,[03] March,"Salug, Zamboanga del Norte",[1] Live,[A] Live,3rd,Mun,3rd,R9,v1
2026-03,2026,[03] March,"San Pablo, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-03,2026,[03] March,"Siayan, Zamboanga del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R9,with v1 v2
2026-03,2026,[03] March,"Sindangan, Zamboanga del Norte",[1] Live,[A] Live,1st,Mun,1st,R9,v1
2026-03,2026,[03] March,"Talipao, Sulu",[1] Live,[A] Live,1st,Mun,1st,BARMM I,v1
2026-03,2026,[03] March,"Tambulig, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-03,2026,[03] March,"Tampilisan, Zamboanga del Norte",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-03,2026,[03] March,"Tigbao, Zamboanga del Sur",[1] Live,[A] Live,5th,Mun,5th,R9,v1
2026-03,2026,[03] March,"Aguinaldo, Ifugao",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-03,2026,[03] March,"Alfonso Lista, Ifugao",[1] Live,[A] Live,3rd,Mun,3rd,CAR,v1
2026-03,2026,[03] March,"Asipulo, Ifugao",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-03,2026,[03] March,"Banaue, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-03,2026,[03] March,"Bauko, Mountain Province",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-03,2026,[03] March,"Bontoc, Mountain Province",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-03,2026,[03] March,"City of Tabuk, Kalinga",[1] Live,[A] Live,5th,City,5th,CAR,v1
2026-03,2026,[03] March,"Danglas, Abra",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-03,2026,[03] March,"Dolores, Abra",[1] Live,[A] Live,5th,Mun,5th,CAR,with v1 v2
2026-03,2026,[03] March,"Hungduan, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-03,2026,[03] March,"Lamut, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-03,2026,[03] March,"Luna, Apayao",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-03,2026,[03] March,"Mankayan, Benguet",[1] Live,[A] Live,1st,Mun,1st,CAR,v1
2026-03,2026,[03] March,"Mayoyao, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-03,2026,[03] March,"Paracelis, Mountain Province",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-03,2026,[03] March,"Peñarrubia, Abra",[1] Live,[A] Live,6th,Mun,6th,CAR,v1
2026-03,2026,[03] March,"Pudtol, Apayao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-03,2026,[03] March,"Sablan, Benguet",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-03,2026,[03] March,"Santa Marcela, Apayao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-03,2026,[03] March,"Tayum, Abra",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-03,2026,[03] March,"Tinoc, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-03,2026,[03] March,"Tuba, Benguet",[1] Live,[A] Live,1st,Mun,1st,CAR,v1
2026-03,2026,[03] March,"Tublay, Benguet",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-03,2026,[03] March,"Aglipay, Quirino",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-03,2026,[03] March,"Alfonso Castaneda, Nueva Vizcaya",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Alicia, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Allacapan, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-03,2026,[03] March,"Ambaguio, Nueva Vizcaya",[1] Live,[A] Live,5th,Mun,5th,R2,v1
2026-03,2026,[03] March,"Amulung, Cagayan",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-03,2026,[03] March,"Aparri, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Aritao, Nueva Vizcaya",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-03,2026,[03] March,"Aurora, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-03,2026,[03] March,"Baggao, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Bambang, Nueva Vizcaya",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Benito Soliven, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-03,2026,[03] March,"Burgos, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-03,2026,[03] March,"Cabagan, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Cabarroguis, Quirino",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-03,2026,[03] March,"Camalaniugan, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-03,2026,[03] March,"City of Ilagan, Isabela",[1] Live,[A] Live,1st,City,1st,R2,v1
2026-03,2026,[03] March,"Diadi, Nueva Vizcaya",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-03,2026,[03] March,"Diffun, Quirino",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-03,2026,[03] March,"Dinapigue, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Divilacan, Isabela",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-03,2026,[03] March,"Dupax del Norte, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-03,2026,[03] March,"Echague, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Enrile, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-03,2026,[03] March,"Gamu, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-03,2026,[03] March,"Gattaran, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Jones, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Kasibu, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-03,2026,[03] March,"Kayapa, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-03,2026,[03] March,"Lal-Lo, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Lasam, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-03,2026,[03] March,"Maddela, Quirino",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Mallig, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-03,2026,[03] March,"Nagtipunan, Quirino",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Palanan, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Pamplona, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-03,2026,[03] March,"Peñablanca, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Ramon, Isabela",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-03,2026,[03] March,"San Agustin, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-03,2026,[03] March,"San Guillermo, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-03,2026,[03] March,"San Isidro, Isabela",[1] Live,[A] Live,5th,Mun,5th,R2,with v1 v2
2026-03,2026,[03] March,"San Mariano, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"San Mateo, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Sanchez-Mira, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-03,2026,[03] March,"Santa Ana, Cagayan",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-03,2026,[03] March,"Santa Maria, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-03,2026,[03] March,"Santa Praxedes, Cagayan",[1] Live,[A] Live,5th,Mun,5th,R2,v1
2026-03,2026,[03] March,"Santa Teresita, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-03,2026,[03] March,"Santo Tomas, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-03,2026,[03] March,"Solana, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Tuao, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Tumauini, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Aloran, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Alubijid, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Bacolod, Lanao del Norte",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Balingasag, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-03,2026,[03] March,"Balingoan, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Baroy, Lanao del Norte",[2] System Setup,[B] Developmental,4th,Mun,4th,R10,
2026-03,2026,[03] March,"Bonifacio, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Calamba, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Catarman, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"City of El Salvador, Misamis Oriental",[1] Live,[A] Live,6th,City,6th,R10,v1
2026-03,2026,[03] March,"City of Gingoog, Misamis Oriental",[1] Live,[A] Live,2nd,City,2nd,R10,v1
2026-03,2026,[03] March,"City of Ozamiz, Misamis Occidental",[1] Live,[A] Live,3rd,City,3rd,R10,v1
2026-03,2026,[03] March,"City of Tangub, Misamis Occidental",[1] Live,[A] Live,4th,City,4th,R10,v1
2026-03,2026,[03] March,"Clarin, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Claveria, Misamis Oriental",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-03,2026,[03] March,"Don Carlos, Bukidnon",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-03,2026,[03] March,"Gitagum, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Guinsiliban, Camiguin",[1] Live,[A] Live,6th,Mun,6th,R10,v1
2026-03,2026,[03] March,"Impasug-ong, Bukidnon",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-03,2026,[03] March,"Jasaan, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-03,2026,[03] March,"Jimenez, Misamis Occidental",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-03,2026,[03] March,"Kadingilan, Bukidnon",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-03,2026,[03] March,"Kapatagan, Lanao del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-03,2026,[03] March,"Kauswagan, Lanao del Norte",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Kibawe, Bukidnon",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-03,2026,[03] March,"Lagonglong, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Laguindingan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Libertad, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Linamon, Lanao del Norte",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Lugait, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-03,2026,[03] March,"Magsaysay, Lanao del Norte",[2] System Setup,[B] Developmental,5th,Mun,5th,R10,
2026-03,2026,[03] March,"Magsaysay, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Mahinog, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Mambajao, Camiguin",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-03,2026,[03] March,"Manticao, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Medina, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Naawan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Nunungan, Lanao del Norte",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-03,2026,[03] March,"Opol, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-03,2026,[03] March,"Plaridel, Misamis Occidental",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-03,2026,[03] March,"Sagay, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Salay, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"San Fernando, Bukidnon",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-03,2026,[03] March,"Sapang Dalaga, Misamis Occidental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Sinacaban, Misamis Occidental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Sugbongcogon, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Sultan Naga Dimaporo, Lanao del Norte",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
