REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
2026-02,2026,[02] February,"San Teodoro, Oriental Mindoro",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-02,2026,[02] February,"San Vicente, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"City of Tabuk, Kalinga",[1] Live,[A] Live,5th,City,5th,CAR,v1
2026-02,2026,[02] February,"Aliaga, Nueva Ecija",[8] Withdraw,[D] Withdraw,2nd,Mun,2nd,R3,
2026-02,2026,[02] February,"Arayat, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Baler, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Cabiao, Nueva Ecija",[3] System Setup,[B] Developmental,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Casiguran, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"City of Meycauayan, Bulacan",[8] Withdraw,[D] Withdraw,3rd,City,3rd,R3,
2026-02,2026,[02] February,"City of Olongapo, Zambales",[8] Withdraw,[D] Withdraw,1st,City,1st,R3,
2026-02,2026,[02] February,"City of Palayan, Nueva Ecija",[2] UAT,[B] Developmental,5th,City,5th,R3,v1
2026-02,2026,[02] February,"Dingalan, Aurora",[2] UAT,[B] Developmental,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Dipaculao, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Gabaldon, Nueva Ecija",[2] UAT,[B] Developmental,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Gerona, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Iba, Zambales",[2] UAT,[B] Developmental,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Limay, Bataan",[6] With Concerns,[C] For Training/Others,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Macabebe, Pampanga",[6] With Concerns,[C] For Training/Others,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Maria Aurora, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Norzagaray, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"San Antonio, Zambales",[2] UAT,[B] Developmental,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"San Luis, Pampanga",[6] With Concerns,[C] For Training/Others,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"San Narciso, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Santa Ignacia, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Zaragoza, Nueva Ecija",[2] UAT,[B] Developmental,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Aurora, Isabela",[6] With Concerns,[C] For Training/Others,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"City of Ilagan, Isabela",[1] Live,[A] Live,1st,City,1st,R2,v1
2026-02,2026,[02] February,"Aroroy, Masbate",[3] System Setup,[B] Developmental,1st,Mun,1st,R5,v1
2026-02,2026,[02] February,"Barcelona, Sorsogon",[3] System Setup,[B] Developmental,5th,Mun,5th,R5,v1
2026-02,2026,[02] February,"Capalonga, Camarines Norte",[3] System Setup,[B] Developmental,3rd,Mun,3rd,R5,v1
2026-02,2026,[02] February,"Jose Panganiban, Camarines Norte",[3] System Setup,[B] Developmental,2nd,Mun,2nd,R5,v1
2026-02,2026,[02] February,"Labo, Camarines Norte",[6] With Concerns,[C] For Training/Others,1st,Mun,1st,R5,v1
2026-02,2026,[02] February,"Mercedes, Camarines Norte",[3] System Setup,[B] Developmental,2nd,Mun,2nd,R5,v1
2026-02,2026,[02] February,"Talisay, Camarines Norte",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-02,2026,[02] February,"Tiwi, Albay",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R5,
2026-02,2026,[02] February,"Vinzons, Camarines Norte",[3] System Setup,[B] Developmental,3rd,Mun,3rd,R5,v1
2026-02,2026,[02] February,"Virac, Catanduanes",[6] With Concerns,[C] For Training/Others,1st,Mun,1st,R5,v1
2026-03,2026,[03] March,"Alimodian, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-03,2026,[03] March,"Anilao, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-03,2026,[03] March,"Balasan, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-03,2026,[03] March,"Barbaza, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-03,2026,[03] March,"Barotac Nuevo, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-03,2026,[03] March,"Barotac Viejo, Iloilo",[5] Admin Training,[C] For Training/Others,3rd,Mun,3rd,R6,
2026-03,2026,[03] March,"Bingawan, Iloilo",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-03,2026,[03] March,"Buenavista, Guimaras",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-03,2026,[03] March,"Bugasong, Antique",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-03,2026,[03] March,"Cabatuan, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-03,2026,[03] March,"Calinog, Iloilo",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-03,2026,[03] March,"Concepcion, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-03,2026,[03] March,"Dingle, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-03,2026,[03] March,"Janiuay, Iloilo",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-03,2026,[03] March,"Lambunao, Iloilo",[5] Admin Training,[C] For Training/Others,1st,Mun,1st,R6,
2026-03,2026,[03] March,"Laua-An, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-03,2026,[03] March,"Libertad, Antique",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-03,2026,[03] March,"Miagao, Iloilo",[5] Admin Training,[C] For Training/Others,1st,Mun,1st,R6,
2026-03,2026,[03] March,"Mina, Iloilo",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-03,2026,[03] March,"New Lucena, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-03,2026,[03] March,"New Washington, Aklan",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-03,2026,[03] March,"Oton, Iloilo",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R6,
2026-03,2026,[03] March,"Pandan, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-03,2026,[03] March,"Patnongon, Antique",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-03,2026,[03] March,"San Joaquin, Iloilo",[5] Admin Training,[C] For Training/Others,2nd,Mun,2nd,R6,
2026-03,2026,[03] March,"San Remigio, Antique",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-03,2026,[03] March,"Santa Barbara, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-03,2026,[03] March,"Sapi-An, Capiz",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-03,2026,[03] March,"Sara, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-03,2026,[03] March,"Sebaste, Antique",[5] Admin Training,[C] For Training/Others,4th,Mun,4th,R6,
2026-03,2026,[03] March,"Tangalan, Aklan",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-03,2026,[03] March,"Tapaz, Capiz",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-03,2026,[03] March,"Tobias Fornier, Antique",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R6,
2026-03,2026,[03] March,"Zarraga, Iloilo",[5] Admin Training,[C] For Training/Others,4th,Mun,4th,R6,
2026-03,2026,[03] March,"Alcantara, Cebu",[3] System Setup,[B] Developmental,5th,Mun,5th,R7,v1
2026-03,2026,[03] March,"Argao, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-03,2026,[03] March,"Balamban, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-03,2026,[03] March,"Buenavista, Bohol",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-03,2026,[03] March,"Candijay, Bohol",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-03,2026,[03] March,"City of Mandaue, Cebu",[3] System Setup,[B] Developmental,1st,City,1st,R7,v1
2026-03,2026,[03] March,"Compostela, Cebu",[3] System Setup,[B] Developmental,3rd,Mun,3rd,R7,v1
2026-03,2026,[03] March,"Daanbantayan, Cebu",[3] System Setup,[B] Developmental,1st,Mun,1st,R7,v1
2026-03,2026,[03] March,"Danao, Bohol",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-03,2026,[03] March,"Madridejos, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-03,2026,[03] March,"Minglanilla, Cebu",[7] To Follow-up,[C] For Training/Others,1st,Mun,1st,R7,
2026-03,2026,[03] March,"Pinamungajan, Cebu",[1] Live,[A] Live,2nd,Mun,2nd,R7,v1
2026-03,2026,[03] March,"Samboan, Cebu",[6] With Concerns,[C] For Training/Others,5th,Mun,5th,R7,v1
2026-03,2026,[03] March,"San Francisco, Cebu",[2] UAT,[B] Developmental,3rd,Mun,3rd,R7,v1
2026-03,2026,[03] March,"Trinidad, Bohol",[1] Live,[A] Live,3rd,Mun,3rd,R7,v1
2026-03,2026,[03] March,"Tuburan, Cebu",[1] Live,[A] Live,2nd,Mun,2nd,R7,v1
2026-03,2026,[03] March,"Tudela, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-03,2026,[03] March,"City of Batac, Ilocos Norte",[1] Live,[A] Live,5th,City,5th,R1,v1
2026-03,2026,[03] March,"City of Laoag, Ilocos Norte",[5] Admin Training,[C] For Training/Others,3rd,City,3rd,R1,
2026-03,2026,[03] March,"Dasol, Pangasinan",[7] To Follow-up,[C] For Training/Others,3rd,Mun,3rd,R1,
2026-03,2026,[03] March,"Laoac, Pangasinan",[7] To Follow-up,[C] For Training/Others,4th,Mun,4th,R1,
2026-03,2026,[03] March,"Pagudpud, Ilocos Norte",[2] UAT,[B] Developmental,4th,Mun,4th,R1,v1
2026-03,2026,[03] March,"Pozorrubio, Pangasinan",[5] Admin Training,[C] For Training/Others,1st,Mun,1st,R1,
2026-03,2026,[03] March,"Aliaga, Nueva Ecija",[8] Withdraw,[D] Withdraw,2nd,Mun,2nd,R3,
2026-03,2026,[03] March,"Arayat, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Baler, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"Cabiao, Nueva Ecija",[3] System Setup,[B] Developmental,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Casiguran, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"City of Meycauayan, Bulacan",[8] Withdraw,[D] Withdraw,3rd,City,3rd,R3,
2026-03,2026,[03] March,"City of Olongapo, Zambales",[8] Withdraw,[D] Withdraw,1st,City,1st,R3,
2026-03,2026,[03] March,"City of Palayan, Nueva Ecija",[2] UAT,[B] Developmental,5th,City,5th,R3,v1
2026-03,2026,[03] March,"Dingalan, Aurora",[2] UAT,[B] Developmental,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"Dipaculao, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"Gabaldon, Nueva Ecija",[2] UAT,[B] Developmental,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"Gerona, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Iba, Zambales",[2] UAT,[B] Developmental,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"Limay, Bataan",[6] With Concerns,[C] For Training/Others,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Macabebe, Pampanga",[6] With Concerns,[C] For Training/Others,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"Maria Aurora, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"Norzagaray, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-03,2026,[03] March,"San Antonio, Zambales",[2] UAT,[B] Developmental,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"San Luis, Pampanga",[6] With Concerns,[C] For Training/Others,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"San Narciso, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-03,2026,[03] March,"Santa Ignacia, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-03,2026,[03] March,"Zaragoza, Nueva Ecija",[2] UAT,[B] Developmental,3rd,Mun,3rd,R3,v1
2026-03,2026,[03] March,"Dumingag, Zamboanga del Sur",[7] To Follow-up,[C] For Training/Others,2nd,Mun,2nd,R9,
2026-03,2026,[03] March,"Guipos, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-03,2026,[03] March,"Labangan, Zamboanga del Sur",[7] To Follow-up,[C] For Training/Others,3rd,Mun,3rd,R9,
2026-03,2026,[03] March,"Lakewood, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-03,2026,[03] March,"Polanco, Zamboanga del Norte",[1] Live,[A] Live,3rd,Mun,3rd,R9,v1
2026-03,2026,[03] March,"Pres. Manuel A. Roxas, Zamboanga del Norte",[7] To Follow-up,[C] For Training/Others,2nd,Mun,2nd,R9,
2026-03,2026,[03] March,"Rizal, Zamboanga del Norte",[2] UAT,[B] Developmental,5th,Mun,5th,R9,v1
2026-03,2026,[03] March,"San Pablo, Zamboanga del Sur",[7] To Follow-up,[C] For Training/Others,4th,Mun,4th,R9,
2026-03,2026,[03] March,"Siayan, Zamboanga del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R9,v1
2026-03,2026,[03] March,"Sindangan, Zamboanga del Norte",[7] To Follow-up,[C] For Training/Others,1st,Mun,1st,R9,
2026-03,2026,[03] March,"Tabina, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-03,2026,[03] March,"Talipao, Sulu",[1] Live,[A] Live,1st,Mun,1st,BARMM I,v1
2026-03,2026,[03] March,"Titay, Zamboanga Sibugay",[1] Live,[A] Live,2nd,Mun,2nd,R9,v1
2026-03,2026,[03] March,"City of Tabuk, Kalinga",[1] Live,[A] Live,5th,City,5th,CAR,v1
2026-03,2026,[03] March,"Aurora, Isabela",[6] With Concerns,[C] For Training/Others,3rd,Mun,3rd,R2,v1
2026-03,2026,[03] March,"City of Ilagan, Isabela",[1] Live,[A] Live,1st,City,1st,R2,v1
2026-03,2026,[03] March,"Tumauini, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Jones, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-03,2026,[03] March,"Aloran, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Bacolod, Lanao del Norte",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Baroy, Lanao del Norte",[3] System Setup,[B] Developmental,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Bonifacio, Misamis Occidental",[7] To Follow-up,[C] For Training/Others,4th,Mun,4th,R10,
2026-03,2026,[03] March,"Calamba, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Catarman, Camiguin",[2] UAT,[B] Developmental,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"City of Gingoog, Misamis Oriental",[1] Live,[A] Live,2nd,City,2nd,R10,v1
2026-03,2026,[03] March,"City of Tangub, Misamis Occidental",[5] Admin Training,[C] For Training/Others,4th,City,4th,R10,
2026-03,2026,[03] March,"Clarin, Misamis Occidental",[5] Admin Training,[C] For Training/Others,4th,Mun,4th,R10,
2026-03,2026,[03] March,"Claveria, Misamis Oriental",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-03,2026,[03] March,"Jasaan, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-03,2026,[03] March,"Kapatagan, Lanao del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-03,2026,[03] March,"Lagonglong, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Libertad, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Mahinog, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Maigo, Lanao del Norte",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Mambajao, Camiguin",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-03,2026,[03] March,"Manticao, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Naawan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Plaridel, Misamis Occidental",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-03,2026,[03] March,"Sagay, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Salay, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Sinacaban, Misamis Occidental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-03,2026,[03] March,"Tagoloan, Misamis Oriental",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R10,
2026-03,2026,[03] March,"Talisayan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-03,2026,[03] March,"Tubod, Lanao del Norte",[7] To Follow-up,[C] For Training/Others,2nd,Mun,2nd,R10,
2026-03,2026,[03] March,"City of El Salvador, Misamis Oriental",[5] Admin Training,[C] For Training/Others,6th,City,6th,R10,
2026-03,2026,[03] March,"Alabat, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-03,2026,[03] March,"Alfonso, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Amadeo, Cavite",[2] UAT,[B] Developmental,4th,Mun,4th,R4A,v1
2026-03,2026,[03] March,"Balayan, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Candelaria, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Cardona, Rizal",[3] System Setup,[B] Developmental,3rd,Mun,3rd,R4A,v1
2026-03,2026,[03] March,"Cavinti, Laguna",[2] UAT,[B] Developmental,3rd,Mun,3rd,R4A,v1
2026-03,2026,[03] March,"General Luna, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-03,2026,[03] March,"General Nakar, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Gumaca, Quezon",[7] To Follow-up,[C] For Training/Others,1st,Mun,1st,R4A,
2026-03,2026,[03] March,"Infanta, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Lemery, Batangas",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R4A,
2026-03,2026,[03] March,"Lian, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-03,2026,[03] March,"Mabini, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Magallanes, Cavite",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-03,2026,[03] March,"Mauban, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Naic, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Paete, Laguna",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-03,2026,[03] March,"Pitogo, Quezon",[2] UAT,[B] Developmental,4th,Mun,4th,R4A,v1
2026-03,2026,[03] March,"Sampaloc, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-03,2026,[03] March,"San Luis, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-03,2026,[03] March,"San Nicolas, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-03,2026,[03] March,"Santa Teresita, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-03,2026,[03] March,"Taal, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-03,2026,[03] March,"Tanay, Rizal",[3] System Setup,[B] Developmental,1st,Mun,1st,R4A,v1
2026-03,2026,[03] March,"Bansalan, Davao del Sur",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-03,2026,[03] March,"Boston, Davao Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-03,2026,[03] March,"Carmen, Davao del Norte",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-03,2026,[03] March,"Cateel, Davao Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-03,2026,[03] March,"City of Digos, Davao del Sur",[1] Live,[A] Live,2nd,City,2nd,R11,v1
2026-03,2026,[03] March,"City of Mati, Davao Oriental",[1] Live,[A] Live,5th,City,5th,R11,v1
2026-03,2026,[03] March,"Governor Generoso, Davao Oriental",[2] UAT,[B] Developmental,2nd,Mun,2nd,R11,v1
2026-03,2026,[03] March,"Lupon, Davao Oriental",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-03,2026,[03] March,"Malalag, Davao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-03,2026,[03] March,"Manay, Davao Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-03,2026,[03] March,"Maragusan, Davao de Oro",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-03,2026,[03] March,"Matanao, Davao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-03,2026,[03] March,"Padada, Davao del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-03,2026,[03] March,"Santa Cruz, Davao del Sur",[2] UAT,[B] Developmental,1st,Mun,1st,R11,v1
2026-03,2026,[03] March,"Sulop, Davao del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-03,2026,[03] March,"Tarragona, Davao Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-03,2026,[03] March,"Magsaysay, Davao del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-03,2026,[03] March,"New Bataan, Davao de Oro",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-03,2026,[03] March,"Kiblawan, Davao del Sur",[2] UAT,[B] Developmental,2nd,Mun,2nd,R11,v1
2026-03,2026,[03] March,"Aroroy, Masbate",[3] System Setup,[B] Developmental,1st,Mun,1st,R5,v1
2026-03,2026,[03] March,"Barcelona, Sorsogon",[3] System Setup,[B] Developmental,5th,Mun,5th,R5,v1
2026-03,2026,[03] March,"Capalonga, Camarines Norte",[3] System Setup,[B] Developmental,3rd,Mun,3rd,R5,v1
2026-03,2026,[03] March,"Jose Panganiban, Camarines Norte",[3] System Setup,[B] Developmental,2nd,Mun,2nd,R5,v1
2026-03,2026,[03] March,"Labo, Camarines Norte",[6] With Concerns,[C] For Training/Others,1st,Mun,1st,R5,v1
2026-03,2026,[03] March,"Mercedes, Camarines Norte",[3] System Setup,[B] Developmental,2nd,Mun,2nd,R5,v1
2026-03,2026,[03] March,"Talisay, Camarines Norte",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-03,2026,[03] March,"Tiwi, Albay",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R5,
2026-03,2026,[03] March,"Vinzons, Camarines Norte",[3] System Setup,[B] Developmental,3rd,Mun,3rd,R5,v1
2026-03,2026,[03] March,"Virac, Catanduanes",[6] With Concerns,[C] For Training/Others,1st,Mun,1st,R5,v1
2026-03,2026,[03] March,"Bayabas, Surigao del Sur",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"Carmen, Surigao del Sur",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"Las Nieves, Agusan del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R13,v1
2026-03,2026,[03] March,"Lingig, Surigao del Sur",[7] To Follow-up,[C] For Training/Others,2nd,Mun,2nd,R13,
2026-03,2026,[03] March,"San Agustin, Surigao del Sur",[2] UAT,[B] Developmental,4th,Mun,4th,R13,v1
2026-03,2026,[03] March,"San Miguel, Surigao del Sur",[1] Live,[A] Live,1st,Mun,1st,R13,v1
2026-03,2026,[03] March,"Socorro, Surigao del Norte",[1] Live,[A] Live,4th,Mun,4th,R13,v1
2026-03,2026,[03] March,"Tagana-An, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"Tagbina, Surigao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R13,v1
2026-03,2026,[03] March,"Tago, Surigao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R13,v1
2026-03,2026,[03] March,"Trento, Agusan del Sur",[2] UAT,[B] Developmental,1st,Mun,1st,R13,v1
2026-03,2026,[03] March,"Tubod, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-03,2026,[03] March,"Amlan, Negros Oriental",[3] System Setup,[B] Developmental,4th,Mun,4th,NIR,v1
2026-03,2026,[03] March,"Basay, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-03,2026,[03] March,"City of Bacolod, Negros Occidental",[1] Live,[A] Live,1st,City,1st,NIR,v1
2026-03,2026,[03] March,"City of Canlaon, Negros Oriental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-03,2026,[03] March,"City of Dumaguete, Negros Oriental",[7] To Follow-up,[C] For Training/Others,3rd,City,3rd,NIR,
2026-03,2026,[03] March,"City of Himamaylan, Negros Occidental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-03,2026,[03] March,"City of Kabankalan, Negros Occidental",[1] Live,[A] Live,1st,City,1st,NIR,v1
2026-03,2026,[03] March,"City of Sipalay, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-03,2026,[03] March,"Hinigaran, Negros Occidental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-03,2026,[03] March,"Manapla, Negros Occidental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-03,2026,[03] March,"Moises Padilla, Negros Occidental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-03,2026,[03] March,"San Jose, Negros Oriental",[2] UAT,[B] Developmental,5th,Mun,5th,NIR,v1
2026-03,2026,[03] March,"Abuyog, Leyte",[1] Live,[A] Live,1st,Mun,1st,R8,v1
2026-03,2026,[03] March,"Alangalang, Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Albuera, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Basey, Samar",[1] Live,[A] Live,1st,Mun,1st,R8,v1
