ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,DISTRICT,LEVEL,INCOME CLASS,DICT RO,SORT
[2024-07] 12-080-07-000,2024-07,2024,[07] July,"Malungon, Sarangani",[8] Withdraw,,,,,[D] Withdraw,B,12-080-07-000,Malungon,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2024-08] 08-048-05-000,2024-08,2024,[08] August,"Catarman, Northern Samar",[8] Withdraw,,,,Withdrawn,[D] Withdraw,B,08-048-05-000,Catarman,Northern Samar,Region VIII (Eastern Visayas),1st,Municipality,1st,R8,K
[2024-09] 12-080-07-000,2024-09,2024,[09] September,"Malungon, Sarangani",[8] Withdraw,,,,,[D] Withdraw,B,12-080-07-000,Malungon,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2023-12] 12-080-07-000,2023-12,2023,[12] December,"Malungon, Sarangani",[7] To Follow-up,,"LGU Unresponsive 
Using a VTAX system",Requested assistance to DILG to follow up on the implementation of the BPLS,,[C] For Training/Others,B,12-080-07-000,Malungon,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2024-01] 10-018-04-000,2024-01,2024,[01] January,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Lone,Municipality,3rd,R10,N
[2024-02] 10-018-04-000,2024-02,2024,[02] February,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Lone,Municipality,3rd,R10,N
[2024-03] 10-018-04-000,2024-03,2024,[03] March,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Lone,Municipality,3rd,R10,N
[2024-04] 10-018-04-000,2024-04,2024,[04] April,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Lone,Municipality,3rd,R10,N
[2024-05] 10-018-04-000,2024-05,2024,[05] May,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Lone,Municipality,3rd,R10,N
[2024-06] 10-018-04-000,2024-06,2024,[06] June,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Lone,Municipality,3rd,R10,N
[2024-07] 10-018-04-000,2024-07,2024,[07] July,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Lone,Municipality,3rd,R10,N
[2024-08] 10-018-04-000,2024-08,2024,[08] August,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Lone,Municipality,3rd,R10,N
[2024-09] 10-018-04-000,2024-09,2024,[09] September,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Lone,Municipality,3rd,R10,N
[2023-12] 10-018-04-000,2023-12,2023,[12] December,"Mambajao, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-04-000,Mambajao,Camiguin,Region X (Northern Mindanao),Lone,Municipality,3rd,R10,N
[2024-01] 17-051-06-000,2024-01,2024,[01] January,"Mamburao, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-06-000,Mamburao,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,2nd,R4B,G
[2024-02] 17-051-06-000,2024-02,2024,[02] February,"Mamburao, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-06-000,Mamburao,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,2nd,R4B,G
[2024-03] 17-051-06-000,2024-03,2024,[03] March,"Mamburao, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-06-000,Mamburao,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,2nd,R4B,G
[2024-04] 17-051-06-000,2024-04,2024,[04] April,"Mamburao, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-06-000,Mamburao,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,2nd,R4B,G
[2024-05] 17-051-06-000,2024-05,2024,[05] May,"Mamburao, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-06-000,Mamburao,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,2nd,R4B,G
[2024-06] 17-051-06-000,2024-06,2024,[06] June,"Mamburao, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-06-000,Mamburao,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,2nd,R4B,G
[2024-07] 17-051-06-000,2024-07,2024,[07] July,"Mamburao, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-06-000,Mamburao,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,2nd,R4B,G
[2024-08] 17-051-06-000,2024-08,2024,[08] August,"Mamburao, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-06-000,Mamburao,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,2nd,R4B,G
[2024-09] 17-051-06-000,2024-09,2024,[09] September,"Mamburao, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-06-000,Mamburao,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,2nd,R4B,G
[2023-12] 17-051-06-000,2023-12,2023,[12] December,"Mamburao, Occidental Mindoro",[1] Operational,,,,Migration done last Dec 2023,[A] Operational,B,17-051-06-000,Mamburao,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,2nd,R4B,G
[2024-01] 06-019-08-000,2024-01,2024,[01] January,"Mambusao, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-08-000,Mambusao,Capiz,Region VI (Western Visayas),2nd,Municipality,3rd,R6,I
[2024-02] 06-019-08-000,2024-02,2024,[02] February,"Mambusao, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-08-000,Mambusao,Capiz,Region VI (Western Visayas),2nd,Municipality,3rd,R6,I
[2024-03] 06-019-08-000,2024-03,2024,[03] March,"Mambusao, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-08-000,Mambusao,Capiz,Region VI (Western Visayas),2nd,Municipality,3rd,R6,I
[2024-04] 06-019-08-000,2024-04,2024,[04] April,"Mambusao, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-08-000,Mambusao,Capiz,Region VI (Western Visayas),2nd,Municipality,3rd,R6,I
[2024-05] 06-019-08-000,2024-05,2024,[05] May,"Mambusao, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-08-000,Mambusao,Capiz,Region VI (Western Visayas),2nd,Municipality,3rd,R6,I
[2024-06] 06-019-08-000,2024-06,2024,[06] June,"Mambusao, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-08-000,Mambusao,Capiz,Region VI (Western Visayas),2nd,Municipality,3rd,R6,I
[2024-07] 06-019-08-000,2024-07,2024,[07] July,"Mambusao, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-08-000,Mambusao,Capiz,Region VI (Western Visayas),2nd,Municipality,3rd,R6,I
[2024-08] 06-019-08-000,2024-08,2024,[08] August,"Mambusao, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-08-000,Mambusao,Capiz,Region VI (Western Visayas),2nd,Municipality,3rd,R6,I
[2024-09] 06-019-08-000,2024-09,2024,[09] September,"Mambusao, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-08-000,Mambusao,Capiz,Region VI (Western Visayas),2nd,Municipality,3rd,R6,I
[2023-12] 06-019-08-000,2023-12,2023,[12] December,"Mambusao, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-08-000,Mambusao,Capiz,Region VI (Western Visayas),2nd,Municipality,3rd,R6,I
[2024-01] 01-055-25-000,2024-01,2024,[01] January,"Manaoag, Pangasinan",[3] Ongoing Data Build-up,92%,,,,[B] Developmental,B,01-055-25-000,Manaoag,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-02] 01-055-25-000,2024-02,2024,[02] February,"Manaoag, Pangasinan",[3] Ongoing Data Build-up,92%,,,,[B] Developmental,B,01-055-25-000,Manaoag,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-03] 01-055-25-000,2024-03,2024,[03] March,"Manaoag, Pangasinan",[3] Ongoing Data Build-up,92%,,,,[B] Developmental,B,01-055-25-000,Manaoag,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-04] 01-055-25-000,2024-04,2024,[04] April,"Manaoag, Pangasinan",[3] Ongoing Data Build-up,92%,,,,[B] Developmental,B,01-055-25-000,Manaoag,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-05] 01-055-25-000,2024-05,2024,[05] May,"Manaoag, Pangasinan",[3] Ongoing Data Build-up,92%,,,for transition of eLGU,[B] Developmental,B,01-055-25-000,Manaoag,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-06] 01-055-25-000,2024-06,2024,[06] June,"Manaoag, Pangasinan",[3] Ongoing Data Build-up,92%,,,for transition of eLGU,[B] Developmental,B,01-055-25-000,Manaoag,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-07] 01-055-25-000,2024-07,2024,[07] July,"Manaoag, Pangasinan",[3] Ongoing Data Build-up,92%,,,for transition of eLGU,[B] Developmental,B,01-055-25-000,Manaoag,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-08] 01-055-25-000,2024-08,2024,[08] August,"Manaoag, Pangasinan",[3] Ongoing Data Build-up,92%,,,for transition of eLGU,[B] Developmental,B,01-055-25-000,Manaoag,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-09] 01-055-25-000,2024-09,2024,[09] September,"Manaoag, Pangasinan",[3] Ongoing Data Build-up,92%,,,for transition of eLGU,[B] Developmental,B,01-055-25-000,Manaoag,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2023-12] 01-055-25-000,2023-12,2023,[12] December,"Manaoag, Pangasinan",[3] Ongoing Data Build-up,92%,No IT personnel,,,[B] Developmental,B,01-055-25-000,Manaoag,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-01] 06-045-18-000,2024-01,2024,[01] January,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-02] 06-045-18-000,2024-02,2024,[02] February,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-03] 06-045-18-000,2024-03,2024,[03] March,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-04] 06-045-18-000,2024-04,2024,[04] April,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-05] 06-045-18-000,2024-05,2024,[05] May,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-06] 06-045-18-000,2024-06,2024,[06] June,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-07] 06-045-18-000,2024-07,2024,[07] July,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-08] 06-045-18-000,2024-08,2024,[08] August,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-09] 06-045-18-000,2024-09,2024,[09] September,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2023-12] 06-045-18-000,2023-12,2023,[12] December,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,A,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-01] 11-025-08-000,2024-01,2024,[01] January,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),1st,Municipality,2nd,R11,P
[2024-02] 11-025-08-000,2024-02,2024,[02] February,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),1st,Municipality,2nd,R11,P
[2024-03] 11-025-08-000,2024-03,2024,[03] March,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),1st,Municipality,2nd,R11,P
[2024-04] 11-025-08-000,2024-04,2024,[04] April,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),1st,Municipality,2nd,R11,P
[2024-05] 11-025-08-000,2024-05,2024,[05] May,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),1st,Municipality,2nd,R11,P
[2024-06] 11-025-08-000,2024-06,2024,[06] June,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),1st,Municipality,2nd,R11,P
[2024-07] 11-025-08-000,2024-07,2024,[07] July,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),1st,Municipality,2nd,R11,P
[2024-08] 11-025-08-000,2024-08,2024,[08] August,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),1st,Municipality,2nd,R11,P
[2024-09] 11-025-08-000,2024-09,2024,[09] September,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),1st,Municipality,2nd,R11,P
[2023-12] 11-025-08-000,2023-12,2023,[12] December,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),1st,Municipality,2nd,R11,P
[2024-01] 05-041-10-000,2024-01,2024,[01] January,"Mandaon, Masbate",[1] Operational,,,,,[A] Operational,B,05-041-10-000,Mandaon,Masbate,Region V (Bicol Region),2nd,Municipality,3rd,R5,H
[2024-02] 05-041-10-000,2024-02,2024,[02] February,"Mandaon, Masbate",[1] Operational,,,,,[A] Operational,B,05-041-10-000,Mandaon,Masbate,Region V (Bicol Region),2nd,Municipality,3rd,R5,H
[2024-03] 05-041-10-000,2024-03,2024,[03] March,"Mandaon, Masbate",[1] Operational,,,,,[A] Operational,B,05-041-10-000,Mandaon,Masbate,Region V (Bicol Region),2nd,Municipality,3rd,R5,H
[2024-04] 05-041-10-000,2024-04,2024,[04] April,"Mandaon, Masbate",[1] Operational,,,,,[A] Operational,B,05-041-10-000,Mandaon,Masbate,Region V (Bicol Region),2nd,Municipality,3rd,R5,H
[2024-05] 05-041-10-000,2024-05,2024,[05] May,"Mandaon, Masbate",[1] Operational,,,,,[A] Operational,B,05-041-10-000,Mandaon,Masbate,Region V (Bicol Region),2nd,Municipality,3rd,R5,H
[2024-06] 05-041-10-000,2024-06,2024,[06] June,"Mandaon, Masbate",[1] Operational,,,,,[A] Operational,B,05-041-10-000,Mandaon,Masbate,Region V (Bicol Region),2nd,Municipality,3rd,R5,H
[2024-07] 05-041-10-000,2024-07,2024,[07] July,"Mandaon, Masbate",[1] Operational,,,,,[A] Operational,B,05-041-10-000,Mandaon,Masbate,Region V (Bicol Region),2nd,Municipality,3rd,R5,H
[2024-08] 05-041-10-000,2024-08,2024,[08] August,"Mandaon, Masbate",[1] Operational,,,,,[A] Operational,B,05-041-10-000,Mandaon,Masbate,Region V (Bicol Region),2nd,Municipality,3rd,R5,H
[2024-09] 05-041-10-000,2024-09,2024,[09] September,"Mandaon, Masbate",[1] Operational,,,,,[A] Operational,B,05-041-10-000,Mandaon,Masbate,Region V (Bicol Region),2nd,Municipality,3rd,R5,H
[2023-12] 05-041-10-000,2023-12,2023,[12] December,"Mandaon, Masbate",[1] Operational,,,,,[A] Operational,B,05-041-10-000,Mandaon,Masbate,Region V (Bicol Region),2nd,Municipality,3rd,R5,H
[2024-01] 01-055-26-000,2024-01,2024,[01] January,"Mangaldan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-26-000,Mangaldan,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-02] 01-055-26-000,2024-02,2024,[02] February,"Mangaldan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-26-000,Mangaldan,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-03] 01-055-26-000,2024-03,2024,[03] March,"Mangaldan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-26-000,Mangaldan,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-04] 01-055-26-000,2024-04,2024,[04] April,"Mangaldan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-26-000,Mangaldan,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-05] 01-055-26-000,2024-05,2024,[05] May,"Mangaldan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-26-000,Mangaldan,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-06] 01-055-26-000,2024-06,2024,[06] June,"Mangaldan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-26-000,Mangaldan,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-07] 01-055-26-000,2024-07,2024,[07] July,"Mangaldan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-26-000,Mangaldan,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-08] 01-055-26-000,2024-08,2024,[08] August,"Mangaldan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-26-000,Mangaldan,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-09] 01-055-26-000,2024-09,2024,[09] September,"Mangaldan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-26-000,Mangaldan,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2023-12] 01-055-26-000,2023-12,2023,[12] December,"Mangaldan, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-26-000,Mangaldan,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-01] 01-055-27-000,2024-01,2024,[01] January,"Mangatarem, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-27-000,Mangatarem,Pangasinan,Region I (Ilocos Region),2nd,Municipality,1st,R1,C
[2024-02] 01-055-27-000,2024-02,2024,[02] February,"Mangatarem, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-27-000,Mangatarem,Pangasinan,Region I (Ilocos Region),2nd,Municipality,1st,R1,C
[2024-03] 01-055-27-000,2024-03,2024,[03] March,"Mangatarem, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-27-000,Mangatarem,Pangasinan,Region I (Ilocos Region),2nd,Municipality,1st,R1,C
[2024-04] 01-055-27-000,2024-04,2024,[04] April,"Mangatarem, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-27-000,Mangatarem,Pangasinan,Region I (Ilocos Region),2nd,Municipality,1st,R1,C
[2024-05] 01-055-27-000,2024-05,2024,[05] May,"Mangatarem, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-27-000,Mangatarem,Pangasinan,Region I (Ilocos Region),2nd,Municipality,1st,R1,C
[2024-06] 01-055-27-000,2024-06,2024,[06] June,"Mangatarem, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-27-000,Mangatarem,Pangasinan,Region I (Ilocos Region),2nd,Municipality,1st,R1,C
[2024-07] 01-055-27-000,2024-07,2024,[07] July,"Mangatarem, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-27-000,Mangatarem,Pangasinan,Region I (Ilocos Region),2nd,Municipality,1st,R1,C
[2024-08] 01-055-27-000,2024-08,2024,[08] August,"Mangatarem, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-27-000,Mangatarem,Pangasinan,Region I (Ilocos Region),2nd,Municipality,1st,R1,C
[2024-09] 01-055-27-000,2024-09,2024,[09] September,"Mangatarem, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-27-000,Mangatarem,Pangasinan,Region I (Ilocos Region),2nd,Municipality,1st,R1,C
[2023-12] 01-055-27-000,2023-12,2023,[12] December,"Mangatarem, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-27-000,Mangatarem,Pangasinan,Region I (Ilocos Region),2nd,Municipality,1st,R1,C
[2024-01] 07-046-15-000,2024-01,2024,[01] January,"Manjuyod, Negros Oriental",[2] Pilot Testing,75%,for data migration,,,[B] Developmental,B,07-046-15-000,Manjuyod,Negros Oriental,Region VII (Central Visayas),1st ,Municipality,2nd,R7,J
[2024-02] 07-046-15-000,2024-02,2024,[02] February,"Manjuyod, Negros Oriental",[2] Pilot Testing,75%,for data migration,,,[B] Developmental,B,07-046-15-000,Manjuyod,Negros Oriental,Region VII (Central Visayas),1st ,Municipality,2nd,R7,J
[2024-03] 07-046-15-000,2024-03,2024,[03] March,"Manjuyod, Negros Oriental",[2] Pilot Testing,75%,for data migration,,,[B] Developmental,B,07-046-15-000,Manjuyod,Negros Oriental,Region VII (Central Visayas),1st ,Municipality,2nd,R7,J
[2024-04] 07-046-15-000,2024-04,2024,[04] April,"Manjuyod, Negros Oriental",[2] Pilot Testing,75%,For Refresher Training for MR version,,,[B] Developmental,B,07-046-15-000,Manjuyod,Negros Oriental,Region VII (Central Visayas),1st ,Municipality,2nd,R7,J
[2024-05] 07-046-15-000,2024-05,2024,[05] May,"Manjuyod, Negros Oriental",[2] Pilot Testing,75%,For Refresher Training for MR version,,,[B] Developmental,B,07-046-15-000,Manjuyod,Negros Oriental,Region VII (Central Visayas),1st ,Municipality,2nd,R7,J
[2024-06] 07-046-15-000,2024-06,2024,[06] June,"Manjuyod, Negros Oriental",[2] Pilot Testing,75%,For Refresher Training for MR version,,,[B] Developmental,B,07-046-15-000,Manjuyod,Negros Oriental,Region VII (Central Visayas),1st ,Municipality,2nd,R7,J
[2024-07] 07-046-15-000,2024-07,2024,[07] July,"Manjuyod, Negros Oriental",[2] Pilot Testing,75%,For Refresher Training for MR version,,,[B] Developmental,B,07-046-15-000,Manjuyod,Negros Oriental,Region VII (Central Visayas),1st ,Municipality,2nd,R7,J
[2024-08] 07-046-15-000,2024-08,2024,[08] August,"Manjuyod, Negros Oriental",[2] Pilot Testing,75%,For Refresher Training for MR version,,,[B] Developmental,B,07-046-15-000,Manjuyod,Negros Oriental,Region VII (Central Visayas),1st ,Municipality,2nd,R7,J
[2024-09] 07-046-15-000,2024-09,2024,[09] September,"Manjuyod, Negros Oriental",[2] Pilot Testing,75%,"For Refresher Training with the MR version;
no schedule yet",,,[B] Developmental,B,07-046-15-000,Manjuyod,Negros Oriental,Region VII (Central Visayas),1st ,Municipality,2nd,R7,J
[2023-12] 07-046-15-000,2023-12,2023,[12] December,"Manjuyod, Negros Oriental",[2] Pilot Testing,75%,,,"Postpone in data migration for next year since the cut off date of requesting data migration is on November 30, 2023",[B] Developmental,B,07-046-15-000,Manjuyod,Negros Oriental,Region VII (Central Visayas),1st ,Municipality,2nd,R7,J
[2024-01] 14-011-11-000,2024-01,2024,[01] January,"Mankayan, Benguet",[1] Operational,,,,,[A] Operational,A,14-011-11-000,Mankayan,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-02] 14-011-11-000,2024-02,2024,[02] February,"Mankayan, Benguet",[1] Operational,,,,,[A] Operational,A,14-011-11-000,Mankayan,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-03] 14-011-11-000,2024-03,2024,[03] March,"Mankayan, Benguet",[1] Operational,,,,,[A] Operational,A,14-011-11-000,Mankayan,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-04] 14-011-11-000,2024-04,2024,[04] April,"Mankayan, Benguet",[1] Operational,,,,,[A] Operational,A,14-011-11-000,Mankayan,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-05] 14-011-11-000,2024-05,2024,[05] May,"Mankayan, Benguet",[1] Operational,,,,,[A] Operational,A,14-011-11-000,Mankayan,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-06] 14-011-11-000,2024-06,2024,[06] June,"Mankayan, Benguet",[1] Operational,,,,,[A] Operational,A,14-011-11-000,Mankayan,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-07] 14-011-11-000,2024-07,2024,[07] July,"Mankayan, Benguet",[1] Operational,,,,,[A] Operational,A,14-011-11-000,Mankayan,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-08] 14-011-11-000,2024-08,2024,[08] August,"Mankayan, Benguet",[1] Operational,,,,,[A] Operational,A,14-011-11-000,Mankayan,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-09] 14-011-11-000,2024-09,2024,[09] September,"Mankayan, Benguet",[1] Operational,,,,,[A] Operational,A,14-011-11-000,Mankayan,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2023-12] 14-011-11-000,2023-12,2023,[12] December,"Mankayan, Benguet",[1] Operational,,,,,[A] Operational,A,14-011-11-000,Mankayan,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-01] 17-052-07-000,2024-01,2024,[01] January,"Mansalay, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-07-000,Mansalay,Oriental Mindoro,MIMAROPA Region,2nd ,Municipality,2nd,R4B,G
[2024-02] 17-052-07-000,2024-02,2024,[02] February,"Mansalay, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-07-000,Mansalay,Oriental Mindoro,MIMAROPA Region,2nd ,Municipality,2nd,R4B,G
[2024-03] 17-052-07-000,2024-03,2024,[03] March,"Mansalay, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-07-000,Mansalay,Oriental Mindoro,MIMAROPA Region,2nd ,Municipality,2nd,R4B,G
[2024-04] 17-052-07-000,2024-04,2024,[04] April,"Mansalay, Oriental Mindoro",[1] Operational,,,,,[A] Operational,B,17-052-07-000,Mansalay,Oriental Mindoro,MIMAROPA Region,2nd ,Municipality,2nd,R4B,G
