REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
,,,"Licuan-Baay, Abra",,,,,,,Not client
,,,"Luba, Abra",,,,,,,Not client
,,,"Lubuagan, Kalinga",,,,,,,Not client
,,,"Luna, Apayao",,,,,,,Not client
,,,"Malibcong, Abra",,,,,,,Not client
,,,"Manabo, Abra",,,,,,,Not client
,,,"Mayoyao, Ifugao",,,,,,,Not client
,,,"Natonin, Mountain Province",,,,,,,Not client
,,,"Paracelis, Mountain Province",,,,,,,Not client
,,,"Pasil, Kalinga",,,,,,,Not client
,,,"Peñarrubia, Abra",,,,,,,Not client
,,,"Pidigan, Abra",,,,,,,Not client
,,,"Pilar, Abra",,,,,,,Not client
,,,"Pinukpuk, Kalinga",,,,,,,Not client
,,,"Rizal, Kalinga",,,,,,,Not client
,,,"Sabangan, Mountain Province",,,,,,,Not client
,,,"Sadanga, Mountain Province",,,,,,,Not client
,,,"Sagada, Mountain Province",,,,,,,Not client
,,,"Sallapadan, Abra",,,,,,,Not client
,,,"San Isidro, Abra",,,,,,,Not client
,,,"San Juan, Abra",,,,,,,Not client
,,,"San Quintin, Abra",,,,,,,Not client
,,,"Santa Marcela, Apayao",,,,,,,Not client
,,,"Tadian, Mountain Province",,,,,,,Not client
,,,"Tanudan, Kalinga",,,,,,,Not client
,,,"Tayum, Abra",,,,,,,Not client
,,,"Tineg, Abra",,,,,,,Not client
,,,"Tinglayan, Kalinga",,,,,,,Not client
,,,"Tinoc, Ifugao",,,,,,,Not client
,,,"Tubo, Abra",,,,,,,Not client
,,,"Villaviciosa, Abra",,,,,,,Not client
,,,"City of Caloocan, Metro Manila",,,,,,,Not client
,,,"City of Las Piñas, Metro Manila",,,,,,,Not client
,,,"City of Makati, Metro Manila",,,,,,,Not client
,,,"City of Malabon, Metro Manila",,,,,,,Not client
,,,"City of Mandaluyong, Metro Manila",,,,,,,Not client
,,,"City of Manila, Metro Manila",,,,,,,Not client
,,,"City of Marikina, Metro Manila",,,,,,,Not client
,,,"City of Muntinlupa, Metro Manila",,,,,,,Not client
,,,"City of Navotas, Metro Manila",,,,,,,Not client
,,,"City of Parañaque, Metro Manila",,,,,,,Not client
,,,"City of Pasig, Metro Manila",,,,,,,Not client
,,,"City of San Juan, Metro Manila",,,,,,,Not client
,,,"City of Taguig, Metro Manila",,,,,,,Not client
,,,"City of Valenzuela, Metro Manila",,,,,,,Not client
,,,"Pasay City, Metro Manila",,,,,,,Not client
,,,"Pateros, Metro Manila",,,,,,,Not client
,,,"Quezon City, Metro Manila",,,,,,,Not client
,,,"Amlan, Negros Oriental",,,,,,,Not client
,,,"Ayungon, Negros Oriental",,,,,,,Not client
,,,"Bacong, Negros Oriental",,,,,,,Not client
,,,"Binalbagan, Negros Occidental",,,,,,,Not client
,,,"Bindoy, Negros Oriental",,,,,,,Not client
,,,"Calatrava, Negros Occidental",,,,,,,Not client
,,,"Candoni, Negros Occidental",,,,,,,Not client
,,,"Cauayan, Negros Occidental",,,,,,,Not client
,,,"City of Bacolod, Negros Occidental",,,,,,,Not client
,,,"City of Bago, Negros Occidental",,,,,,,Not client
,,,"City of Bais, Negros Oriental",,,,,,,Not client
,,,"City of Bayawan, Negros Oriental",,,,,,,Not client
,,,"City of Cadiz, Negros Occidental",,,,,,,Not client
,,,"City of Canlaon, Negros Oriental",,,,,,,Not client
,,,"City of Dumaguete, Negros Oriental",,,,,,,Not client
,,,"City of Escalante, Negros Occidental",,,,,,,Not client
,,,"City of Guihulngan, Negros Oriental",,,,,,,Not client
,,,"City of Kabankalan, Negros Occidental",,,,,,,Not client
,,,"City of La Carlota, Negros Occidental",,,,,,,Not client
,,,"City of Sagay, Negros Occidental",,,,,,,Not client
,,,"City of San Carlos, Negros Occidental",,,,,,,Not client
,,,"City of Silay, Negros Occidental",,,,,,,Not client
,,,"City of Sipalay, Negros Occidental",,,,,,,Not client
,,,"City of Talisay, Negros Occidental",,,,,,,Not client
,,,"City of Tanjay, Negros Oriental",,,,,,,Not client
,,,"City of Victorias, Negros Occidental",,,,,,,Not client
,,,"Enrique B. Magalona, Negros Occidental",,,,,,,Not client
,,,"Hinigaran, Negros Occidental",,,,,,,Not client
,,,"Hinoba-an, Negros Occidental",,,,,,,Not client
,,,"Ilog, Negros Occidental",,,,,,,Not client
,,,"Isabela, Negros Occidental",,,,,,,Not client
,,,"Jimalalud, Negros Oriental",,,,,,,Not client
,,,"La Castellana, Negros Occidental",,,,,,,Not client
,,,"La Libertad, Negros Oriental",,,,,,,Not client
,,,"Larena, Siquijor",,,,,,,Not client
,,,"Lazi, Siquijor",,,,,,,Not client
,,,"Manapla, Negros Occidental",,,,,,,Not client
,,,"Manjuyod, Negros Oriental",,,,,,,Not client
,,,"Maria, Siquijor",,,,,,,Not client
,,,"Moises Padilla, Negros Occidental",,,,,,,Not client
,,,"Murcia, Negros Occidental",,,,,,,Not client
,,,"Pamplona, Negros Oriental",,,,,,,Not client
,,,"Pontevedra, Negros Occidental",,,,,,,Not client
,,,"Pulupandan, Negros Occidental",,,,,,,Not client
,,,"Salvador Benedicto, Negros Occidental",,,,,,,Not client
,,,"San Enrique, Negros Occidental",,,,,,,Not client
,,,"San Jose, Negros Oriental",,,,,,,Not client
,,,"San Juan, Siquijor",,,,,,,Not client
,,,"Santa Catalina, Negros Oriental",,,,,,,Not client
,,,"Siaton, Negros Oriental",,,,,,,Not client
,,,"Siquijor, Siquijor",,,,,,,Not client
,,,"Tayasan, Negros Oriental",,,,,,,Not client
,,,"Toboso, Negros Occidental",,,,,,,Not client
,,,"Valencia, Negros Oriental",,,,,,,Not client
,,,"Valladolid, Negros Occidental",,,,,,,Not client
,,,"Vallehermoso, Negros Oriental",,,,,,,Not client
,,,"Zamboanguita, Negros Oriental",,,,,,,Not client
,,,"Adams, Ilocos Norte",,,,,,,Not client
,,,"Agno, Pangasinan",,,,,,,Not client
,,,"Agoo, La Union",,,,,,,Not client
,,,"Aguilar, Pangasinan",,,,,,,Not client
,,,"Alcala, Pangasinan",,,,,,,Not client
,,,"Alilem, Ilocos Sur",,,,,,,Not client
,,,"Anda, Pangasinan",,,,,,,Not client
,,,"Aringay, La Union",,,,,,,Not client
,,,"Asingan, Pangasinan",,,,,,,Not client
,,,"Bacarra, Ilocos Norte",,,,,,,Not client
,,,"Bacnotan, La Union",,,,,,,Not client
,,,"Badoc, Ilocos Norte",,,,,,,Not client
,,,"Bagulin, La Union",,,,,,,Not client
,,,"Balaoan, La Union",,,,,,,Not client
,,,"Balungao, Pangasinan",,,,,,,Not client
,,,"Banayoyo, Ilocos Sur",,,,,,,Not client
,,,"Bangar, La Union",,,,,,,Not client
,,,"Bangui, Ilocos Norte",,,,,,,Not client
,,,"Bani, Pangasinan",,,,,,,Not client
,,,"Banna, Ilocos Norte",,,,,,,Not client
,,,"Bantay, Ilocos Sur",,,,,,,Not client
,,,"Basista, Pangasinan",,,,,,,Not client
,,,"Bauang, La Union",,,,,,,Not client
,,,"Bautista, Pangasinan",,,,,,,Not client
,,,"Bayambang, Pangasinan",,,,,,,Not client
,,,"Binalonan, Pangasinan",,,,,,,Not client
,,,"Binmaley, Pangasinan",,,,,,,Not client
,,,"Bolinao, Pangasinan",,,,,,,Not client
,,,"Bugallon, Pangasinan",,,,,,,Not client
,,,"Burgos, Ilocos Norte",,,,,,,Not client
,,,"Burgos, Ilocos Sur",,,,,,,Not client
,,,"Burgos, La Union",,,,,,,Not client
,,,"Burgos, Pangasinan",,,,,,,Not client
,,,"Caba, La Union",,,,,,,Not client
,,,"Cabugao, Ilocos Sur",,,,,,,Not client
,,,"Calasiao, Pangasinan",,,,,,,Not client
,,,"Carasi, Ilocos Norte",,,,,,,Not client
,,,"Cervantes, Ilocos Sur",,,,,,,Not client
,,,"City of Alaminos, Pangasinan",,,,,,,Not client
,,,"City of Candon, Ilocos Sur",,,,,,,Not client
,,,"City of Dagupan, Pangasinan",,,,,,,Not client
,,,"City of San Carlos, Pangasinan",,,,,,,Not client
,,,"City of San Fernando, La Union",,,,,,,Not client
,,,"City of Urdaneta, Pangasinan",,,,,,,Not client
,,,"City of Vigan, Ilocos Sur",,,,,,,Not client
,,,"Currimao, Ilocos Norte",,,,,,,Not client
,,,"Dasol, Pangasinan",,,,,,,Not client
,,,"Dingras, Ilocos Norte",,,,,,,Not client
,,,"Dumalneg, Ilocos Norte",,,,,,,Not client
,,,"Galimuyod, Ilocos Sur",,,,,,,Not client
,,,"Gregorio del Pilar, Ilocos Sur",,,,,,,Not client
,,,"Infanta, Pangasinan",,,,,,,Not client
,,,"Labrador, Pangasinan",,,,,,,Not client
,,,"Laoac, Pangasinan",,,,,,,Not client
,,,"Lidlidda, Ilocos Sur",,,,,,,Not client
,,,"Lingayen, Pangasinan",,,,,,,Not client
,,,"Luna, La Union",,,,,,,Not client
,,,"Mabini, Pangasinan",,,,,,,Not client
,,,"Magsingal, Ilocos Sur",,,,,,,Not client
,,,"Malasiqui, Pangasinan",,,,,,,Not client
,,,"Manaoag, Pangasinan",,,,,,,Not client
,,,"Mangaldan, Pangasinan",,,,,,,Not client
,,,"Mangatarem, Pangasinan",,,,,,,Not client
,,,"Mapandan, Pangasinan",,,,,,,Not client
,,,"Marcos, Ilocos Norte",,,,,,,Not client
,,,"Nagbukel, Ilocos Sur",,,,,,,Not client
,,,"Naguilian, La Union",,,,,,,Not client
,,,"Narvacan, Ilocos Sur",,,,,,,Not client
,,,"Natividad, Pangasinan",,,,,,,Not client
,,,"Nueva Era, Ilocos Norte",,,,,,,Not client
,,,"Pagudpud, Ilocos Norte",,,,,,,Not client
,,,"Paoay, Ilocos Norte",,,,,,,Not client
,,,"Pasuquin, Ilocos Norte",,,,,,,Not client
,,,"Piddig, Ilocos Norte",,,,,,,Not client
,,,"Pinili, Ilocos Norte",,,,,,,Not client
,,,"Pozorrubio, Pangasinan",,,,,,,Not client
,,,"Pugo, La Union",,,,,,,Not client
,,,"Quirino, Ilocos Sur",,,,,,,Not client
,,,"Rosales, Pangasinan",,,,,,,Not client
,,,"Rosario, La Union",,,,,,,Not client
,,,"Salcedo, Ilocos Sur",,,,,,,Not client
,,,"San Emilio, Ilocos Sur",,,,,,,Not client
,,,"San Esteban, Ilocos Sur",,,,,,,Not client
,,,"San Fabian, Pangasinan",,,,,,,Not client
,,,"San Gabriel, La Union",,,,,,,Not client
,,,"San Ildefonso, Ilocos Sur",,,,,,,Not client
,,,"San Jacinto, Pangasinan",,,,,,,Not client
,,,"San Juan, Ilocos Sur",,,,,,,Not client
,,,"San Juan, La Union",,,,,,,Not client
,,,"San Manuel, Pangasinan",,,,,,,Not client
,,,"San Nicolas, Pangasinan",,,,,,,Not client
,,,"San Quintin, Pangasinan",,,,,,,Not client
,,,"San Vicente, Ilocos Sur",,,,,,,Not client
,,,"Santa Barbara, Pangasinan",,,,,,,Not client
,,,"Santa Catalina, Ilocos Sur",,,,,,,Not client
,,,"Santa Lucia, Ilocos Sur",,,,,,,Not client
,,,"Santa Maria, Ilocos Sur",,,,,,,Not client
,,,"Santa Maria, Pangasinan",,,,,,,Not client
,,,"Santa, Ilocos Sur",,,,,,,Not client
,,,"Santiago, Ilocos Sur",,,,,,,Not client
,,,"Santo Domingo, Ilocos Sur",,,,,,,Not client
,,,"Santo Tomas, La Union",,,,,,,Not client
,,,"Santo Tomas, Pangasinan",,,,,,,Not client
,,,"Santol, La Union",,,,,,,Not client
,,,"Sarrat, Ilocos Norte",,,,,,,Not client
,,,"Sigay, Ilocos Sur",,,,,,,Not client
,,,"Sinait, Ilocos Sur",,,,,,,Not client
,,,"Solsona, Ilocos Norte",,,,,,,Not client
,,,"Sual, Pangasinan",,,,,,,Not client
,,,"Sudipen, La Union",,,,,,,Not client
,,,"Sugpon, Ilocos Sur",,,,,,,Not client
,,,"Suyo, Ilocos Sur",,,,,,,Not client
,,,"Tagudin, Ilocos Sur",,,,,,,Not client
,,,"Tayug, Pangasinan",,,,,,,Not client
,,,"Tubao, La Union",,,,,,,Not client
,,,"Umingan, Pangasinan",,,,,,,Not client
,,,"Urbiztondo, Pangasinan",,,,,,,Not client
,,,"Villasis, Pangasinan",,,,,,,Not client
,,,"Vintar, Ilocos Norte",,,,,,,Not client
,,,"Aloran, Misamis Occidental",,,,,,,Not client
,,,"Alubijid, Misamis Oriental",,,,,,,Not client
,,,"Bacolod, Lanao del Norte",,,,,,,Not client
,,,"Baliangao, Misamis Occidental",,,,,,,Not client
,,,"Balingasag, Misamis Oriental",,,,,,,Not client
,,,"Balingoan, Misamis Oriental",,,,,,,Not client
,,,"Baloi, Lanao del Norte",,,,,,,Not client
,,,"Baroy, Lanao del Norte",,,,,,,Not client
,,,"Baungon, Bukidnon",,,,,,,Not client
,,,"Binuangan, Misamis Oriental",,,,,,,Not client
,,,"Bonifacio, Misamis Occidental",,,,,,,Not client
,,,"Cabanglasan, Bukidnon",,,,,,,Not client
,,,"Calamba, Misamis Occidental",,,,,,,Not client
,,,"Catarman, Camiguin",,,,,,,Not client
,,,"City of Cagayan De Oro, Misamis Oriental",,,,,,,Not client
,,,"City of El Salvador, Misamis Oriental",,,,,,,Not client
,,,"City of Gingoog, Misamis Oriental",,,,,,,Not client
,,,"City of Iligan, Lanao del Norte",,,,,,,Not client
,,,"City of Malaybalay, Bukidnon",,,,,,,Not client
,,,"City of Oroquieta, Misamis Occidental",,,,,,,Not client
,,,"City of Ozamiz, Misamis Occidental",,,,,,,Not client
,,,"City of Tangub, Misamis Occidental",,,,,,,Not client
,,,"City of Valencia, Bukidnon",,,,,,,Not client
,,,"Clarin, Misamis Occidental",,,,,,,Not client
,,,"Concepcion, Misamis Occidental",,,,,,,Not client
,,,"Damulog, Bukidnon",,,,,,,Not client
,,,"Dangcagan, Bukidnon",,,,,,,Not client
,,,"Don Carlos, Bukidnon",,,,,,,Not client
,,,"Don Victoriano Chiongbian, Misamis Occidental",,,,,,,Not client
,,,"Gitagum, Misamis Oriental",,,,,,,Not client
,,,"Guinsiliban, Camiguin",,,,,,,Not client
,,,"Impasug-ong, Bukidnon",,,,,,,Not client
,,,"Initao, Misamis Oriental",,,,,,,Not client
,,,"Jimenez, Misamis Occidental",,,,,,,Not client
,,,"Kadingilan, Bukidnon",,,,,,,Not client
,,,"Kalilangan, Bukidnon",,,,,,,Not client
,,,"Kapatagan, Lanao del Norte",,,,,,,Not client
,,,"Kauswagan, Lanao del Norte",,,,,,,Not client
,,,"Kibawe, Bukidnon",,,,,,,Not client
,,,"Kinoguitan, Misamis Oriental",,,,,,,Not client
,,,"Kitaotao, Bukidnon",,,,,,,Not client
,,,"Kolambugan, Lanao del Norte",,,,,,,Not client
,,,"Lagonglong, Misamis Oriental",,,,,,,Not client
,,,"Laguindingan, Misamis Oriental",,,,,,,Not client
,,,"Lala, Lanao del Norte",,,,,,,Not client
,,,"Lantapan, Bukidnon",,,,,,,Not client
,,,"Libertad, Misamis Oriental",,,,,,,Not client
,,,"Libona, Bukidnon",,,,,,,Not client
,,,"Linamon, Lanao del Norte",,,,,,,Not client
,,,"Lopez Jaena, Misamis Occidental",,,,,,,Not client
,,,"Lugait, Misamis Oriental",,,,,,,Not client
,,,"Magsaysay, Lanao del Norte",,,,,,,Not client
,,,"Magsaysay, Misamis Oriental",,,,,,,Not client
,,,"Mahinog, Camiguin",,,,,,,Not client
,,,"Maigo, Lanao del Norte",,,,,,,Not client
,,,"Malitbog, Bukidnon",,,,,,,Not client
,,,"Mambajao, Camiguin",,,,,,,Not client
,,,"Manolo Fortich, Bukidnon",,,,,,,Not client
,,,"Manticao, Misamis Oriental",,,,,,,Not client
,,,"Maramag, Bukidnon",,,,,,,Not client
,,,"Matungao, Lanao del Norte",,,,,,,Not client
,,,"Munai, Lanao del Norte",,,,,,,Not client
,,,"Naawan, Misamis Oriental",,,,,,,Not client
,,,"Nunungan, Lanao del Norte",,,,,,,Not client
,,,"Opol, Misamis Oriental",,,,,,,Not client
,,,"Panaon, Misamis Occidental",,,,,,,Not client
,,,"Pangantucan, Bukidnon",,,,,,,Not client
,,,"Pantao Ragat, Lanao del Norte",,,,,,,Not client
,,,"Pantar, Lanao del Norte",,,,,,,Not client
,,,"Plaridel, Misamis Occidental",,,,,,,Not client
,,,"Poona Piagapo, Lanao del Norte",,,,,,,Not client
,,,"Quezon, Bukidnon",,,,,,,Not client
,,,"Sagay, Camiguin",,,,,,,Not client
,,,"Salay, Misamis Oriental",,,,,,,Not client
,,,"Salvador, Lanao del Norte",,,,,,,Not client
,,,"San Fernando, Bukidnon",,,,,,,Not client
,,,"Sapad, Lanao del Norte",,,,,,,Not client
,,,"Sapang Dalaga, Misamis Occidental",,,,,,,Not client
,,,"Sinacaban, Misamis Occidental",,,,,,,Not client
,,,"Sugbongcogon, Misamis Oriental",,,,,,,Not client
,,,"Sultan Naga Dimaporo, Lanao del Norte",,,,,,,Not client
,,,"Sumilao, Bukidnon",,,,,,,Not client
,,,"Tagoloan, Lanao del Norte",,,,,,,Not client
,,,"Tagoloan, Misamis Oriental",,,,,,,Not client
,,,"Talakag, Bukidnon",,,,,,,Not client
,,,"Talisayan, Misamis Oriental",,,,,,,Not client
,,,"Tangcal, Lanao del Norte",,,,,,,Not client
,,,"Tubod, Lanao del Norte",,,,,,,Not client
,,,"Tudela, Misamis Occidental",,,,,,,Not client
,,,"Villanueva, Misamis Oriental",,,,,,,Not client
,,,"Asuncion, Davao del Norte",,,,,,,Not client
,,,"Baganga, Davao Oriental",,,,,,,Not client
,,,"Banaybanay, Davao Oriental",,,,,,,Not client
,,,"Boston, Davao Oriental",,,,,,,Not client
,,,"Braulio E. Dujali, Davao del Norte",,,,,,,Not client
,,,"Caraga, Davao Oriental",,,,,,,Not client
,,,"Carmen, Davao del Norte",,,,,,,Not client
,,,"City of Davao, Davao del Sur",,,,,,,Not client
,,,"City of Mati, Davao Oriental",,,,,,,Not client
,,,"City of Panabo, Davao del Norte",,,,,,,Not client
,,,"City of Tagum, Davao del Norte",,,,,,,Not client
,,,"Compostela, Davao de Oro",,,,,,,Not client
,,,"Don Marcelino, Davao Occidental",,,,,,,Not client
,,,"Governor Generoso, Davao Oriental",,,,,,,Not client
,,,"Hagonoy, Davao del Sur",,,,,,,Not client
,,,"Island Garden City of Samal, Davao del Norte",,,,,,,Not client
,,,"Jose Abad Santos, Davao Occidental",,,,,,,Not client
,,,"Kapalong, Davao del Norte",,,,,,,Not client
,,,"Kiblawan, Davao del Sur",,,,,,,Not client
,,,"Mabini, Davao de Oro",,,,,,,Not client
,,,"Maco, Davao de Oro",,,,,,,Not client
,,,"Magsaysay, Davao del Sur",,,,,,,Not client
,,,"Malalag, Davao del Sur",,,,,,,Not client
,,,"Malita, Davao Occidental",,,,,,,Not client
,,,"Maragusan, Davao de Oro",,,,,,,Not client
,,,"Matanao, Davao del Sur",,,,,,,Not client
,,,"Monkayo, Davao de Oro",,,,,,,Not client
,,,"Montevista, Davao de Oro",,,,,,,Not client
,,,"Nabunturan, Davao de Oro",,,,,,,Not client
,,,"New Corella, Davao del Norte",,,,,,,Not client
,,,"Padada, Davao del Sur",,,,,,,Not client
,,,"Pantukan, Davao de Oro",,,,,,,Not client
,,,"San Isidro, Davao del Norte",,,,,,,Not client
,,,"Santa Cruz, Davao del Sur",,,,,,,Not client
,,,"Santa Maria, Davao Occidental",,,,,,,Not client
,,,"Santo Tomas, Davao del Norte",,,,,,,Not client
,,,"Sarangani, Davao Occidental",,,,,,,Not client
,,,"Talaingod, Davao del Norte",,,,,,,Not client
,,,"Tarragona, Davao Oriental",,,,,,,Not client
,,,"Alabel, Sarangani",,,,,,,Not client
,,,"Alamada, Cotabato",,,,,,,Not client
,,,"Aleosan, Cotabato",,,,,,,Not client
,,,"Arakan, Cotabato",,,,,,,Not client
,,,"Banga, South Cotabato",,,,,,,Not client
,,,"Banisilan, Cotabato",,,,,,,Not client
,,,"Carmen, Cotabato",,,,,,,Not client
,,,"City of General Santos, South Cotabato",,,,,,,Not client
,,,"City of Kidapawan, Cotabato",,,,,,,Not client
,,,"City of Koronadal, South Cotabato",,,,,,,Not client
,,,"City of Tacurong, Sultan Kudarat",,,,,,,Not client
,,,"Glan, Sarangani",,,,,,,Not client
,,,"Kalamansig, Sultan Kudarat",,,,,,,Not client
,,,"Kiamba, Sarangani",,,,,,,Not client
,,,"Lake Sebu, South Cotabato",,,,,,,Not client
,,,"Lebak, Sultan Kudarat",,,,,,,Not client
,,,"Lutayan, Sultan Kudarat",,,,,,,Not client
,,,"M'Lang, Cotabato",,,,,,,Not client
,,,"Maasim, Sarangani",,,,,,,Not client
,,,"Magpet, Cotabato",,,,,,,Not client
,,,"Maitum, Sarangani",,,,,,,Not client
,,,"Makilala, Cotabato",,,,,,,Not client
,,,"Malungon, Sarangani",,,,,,,Not client
,,,"Midsayap, Cotabato",,,,,,,Not client
,,,"Norala, South Cotabato",,,,,,,Not client
,,,"Palimbang, Sultan Kudarat",,,,,,,Not client
,,,"Polomolok, South Cotabato",,,,,,,Not client
,,,"President Quirino, Sultan Kudarat",,,,,,,Not client
,,,"President Roxas, Cotabato",,,,,,,Not client
,,,"Santo Niño, South Cotabato",,,,,,,Not client
,,,"Sen. Ninoy Aquino, Sultan Kudarat",,,,,,,Not client
,,,"Surallah, South Cotabato",,,,,,,Not client
,,,"T'Boli, South Cotabato",,,,,,,Not client
,,,"Tampakan, South Cotabato",,,,,,,Not client
,,,"Tantangan, South Cotabato",,,,,,,Not client
,,,"Tulunan, Cotabato",,,,,,,Not client
,,,"Tupi, South Cotabato",,,,,,,Not client
,,,"Alegria, Surigao del Norte",,,,,,,Not client
,,,"Bacuag, Surigao del Norte",,,,,,,Not client
,,,"Barobo, Surigao del Sur",,,,,,,Not client
,,,"Basilisa, Dinagat Islands",,,,,,,Not client
,,,"Bayabas, Surigao del Sur",,,,,,,Not client
,,,"Buenavista, Agusan del Norte",,,,,,,Not client
,,,"Bunawan, Agusan del Sur",,,,,,,Not client
,,,"Burgos, Surigao del Norte",,,,,,,Not client
,,,"Cagdianao, Dinagat Islands",,,,,,,Not client
,,,"Cagwait, Surigao del Sur",,,,,,,Not client
,,,"Cantilan, Surigao del Sur",,,,,,,Not client
,,,"Carmen, Agusan del Norte",,,,,,,Not client
,,,"Carmen, Surigao del Sur",,,,,,,Not client
,,,"Carrascal, Surigao del Sur",,,,,,,Not client
,,,"City of Bayugan, Agusan del Sur",,,,,,,Not client
,,,"City of Bislig, Surigao del Sur",,,,,,,Not client
,,,"City of Butuan, Agusan del Norte",,,,,,,Not client
,,,"City of Cabadbaran, Agusan del Norte",,,,,,,Not client
,,,"City of Surigao, Surigao del Norte",,,,,,,Not client
,,,"City of Tandag, Surigao del Sur",,,,,,,Not client
,,,"Claver, Surigao del Norte",,,,,,,Not client
,,,"Cortes, Surigao del Sur",,,,,,,Not client
,,,"Dapa, Surigao del Norte",,,,,,,Not client
,,,"Del Carmen, Surigao del Norte",,,,,,,Not client
,,,"Dinagat, Dinagat Islands",,,,,,,Not client
,,,"Esperanza, Agusan del Sur",,,,,,,Not client
,,,"General Luna, Surigao del Norte",,,,,,,Not client
,,,"Gigaquit, Surigao del Norte",,,,,,,Not client
,,,"Hinatuan, Surigao del Sur",,,,,,,Not client
,,,"Jabonga, Agusan del Norte",,,,,,,Not client
,,,"Kitcharao, Agusan del Norte",,,,,,,Not client
,,,"La Paz, Agusan del Sur",,,,,,,Not client
,,,"Lanuza, Surigao del Sur",,,,,,,Not client
,,,"Lianga, Surigao del Sur",,,,,,,Not client
,,,"Libjo, Dinagat Islands",,,,,,,Not client
,,,"Lingig, Surigao del Sur",,,,,,,Not client
,,,"Loreto, Agusan del Sur",,,,,,,Not client
,,,"Loreto, Dinagat Islands",,,,,,,Not client
,,,"Madrid, Surigao del Sur",,,,,,,Not client
,,,"Magallanes, Agusan del Norte",,,,,,,Not client
,,,"Mainit, Surigao del Norte",,,,,,,Not client
,,,"Malimono, Surigao del Norte",,,,,,,Not client
,,,"Marihatag, Surigao del Sur",,,,,,,Not client
,,,"Nasipit, Agusan del Norte",,,,,,,Not client
,,,"Pilar, Surigao del Norte",,,,,,,Not client
,,,"Placer, Surigao del Norte",,,,,,,Not client
,,,"Prosperidad, Agusan del Sur",,,,,,,Not client
,,,"Remedios T. Romualdez, Agusan del Norte",,,,,,,Not client
,,,"Rosario, Agusan del Sur",,,,,,,Not client
,,,"San Agustin, Surigao del Sur",,,,,,,Not client
,,,"San Benito, Surigao del Norte",,,,,,,Not client
,,,"San Francisco, Surigao del Norte",,,,,,,Not client
,,,"San Isidro, Surigao del Norte",,,,,,,Not client
,,,"San Jose, Dinagat Islands",,,,,,,Not client
,,,"San Luis, Agusan del Sur",,,,,,,Not client
,,,"San Miguel, Surigao del Sur",,,,,,,Not client
,,,"Santa Josefa, Agusan del Sur",,,,,,,Not client
,,,"Santa Monica, Surigao del Norte",,,,,,,Not client
,,,"Santiago, Agusan del Norte",,,,,,,Not client
,,,"Sibagat, Agusan del Sur",,,,,,,Not client
,,,"Sison, Surigao del Norte",,,,,,,Not client
,,,"Socorro, Surigao del Norte",,,,,,,Not client
,,,"Tagana-An, Surigao del Norte",,,,,,,Not client
,,,"Tagbina, Surigao del Sur",,,,,,,Not client
,,,"Tago, Surigao del Sur",,,,,,,Not client
,,,"Talacogon, Agusan del Sur",,,,,,,Not client
,,,"Trento, Agusan del Sur",,,,,,,Not client
,,,"Tubajon, Dinagat Islands",,,,,,,Not client
,,,"Tubay, Agusan del Norte",,,,,,,Not client
,,,"Tubod, Surigao del Norte",,,,,,,Not client
,,,"Veruela, Agusan del Sur",,,,,,,Not client
,,,"Abulug, Cagayan",,,,,,,Not client
,,,"Aglipay, Quirino",,,,,,,Not client
,,,"Alcala, Cagayan",,,,,,,Not client
,,,"Alfonso Castaneda, Nueva Vizcaya",,,,,,,Not client
,,,"Alicia, Isabela",,,,,,,Not client
,,,"Allacapan, Cagayan",,,,,,,Not client
,,,"Ambaguio, Nueva Vizcaya",,,,,,,Not client
,,,"Amulung, Cagayan",,,,,,,Not client
,,,"Angadanan, Isabela",,,,,,,Not client
,,,"Aparri, Cagayan",,,,,,,Not client
,,,"Aritao, Nueva Vizcaya",,,,,,,Not client
,,,"Aurora, Isabela",,,,,,,Not client
,,,"Bagabag, Nueva Vizcaya",,,,,,,Not client
,,,"Baggao, Cagayan",,,,,,,Not client
,,,"Ballesteros, Cagayan",,,,,,,Not client
,,,"Bambang, Nueva Vizcaya",,,,,,,Not client
,,,"Basco, Batanes",,,,,,,Not client
,,,"Bayombong, Nueva Vizcaya",,,,,,,Not client
,,,"Benito Soliven, Isabela",,,,,,,Not client
,,,"Buguey, Cagayan",,,,,,,Not client
,,,"Burgos, Isabela",,,,,,,Not client
,,,"Cabarroguis, Quirino",,,,,,,Not client
,,,"Cabatuan, Isabela",,,,,,,Not client
,,,"Calayan, Cagayan",,,,,,,Not client
,,,"Camalaniugan, Cagayan",,,,,,,Not client
,,,"City of Cauayan, Isabela",,,,,,,Not client
,,,"City of Santiago, Isabela",,,,,,,Not client
,,,"Claveria, Cagayan",,,,,,,Not client
,,,"Cordon, Isabela",,,,,,,Not client
,,,"Delfin Albano, Isabela",,,,,,,Not client
,,,"Diadi, Nueva Vizcaya",,,,,,,Not client
,,,"Diffun, Quirino",,,,,,,Not client
,,,"Dinapigue, Isabela",,,,,,,Not client
,,,"Divilacan, Isabela",,,,,,,Not client
,,,"Dupax del Norte, Nueva Vizcaya",,,,,,,Not client
,,,"Dupax del Sur, Nueva Vizcaya",,,,,,,Not client
,,,"Echague, Isabela",,,,,,,Not client
,,,"Gamu, Isabela",,,,,,,Not client
,,,"Gattaran, Cagayan",,,,,,,Not client
,,,"Gonzaga, Cagayan",,,,,,,Not client
